loan_id,customer_id,loan_type_id,original_amount,current_balance,interest_rate,monthly_payment,late_payments,default_flag
L000511,C00331,4,189000,40300,11.63,5980,0,False
L000512,C00332,3,1259000,1129800,2.69,5790,0,False
L000513,C00333,4,229000,139800,11.44,3580,1,False
L000514,C00334,2,60000,44000,20.91,3000,0,False
L000515,C00334,3,1454000,739600,2.42,4930,0,False
L000516,C00335,3,790000,700500,3.21,4040,0,False
L000517,C00335,1,156000,40300,3.68,4550,0,False
L000518,C00336,2,12000,700,18.62,600,0,False
L000519,C00337,3,1662000,888600,2.81,5850,0,False
L000520,C00338,3,759000,363800,2.52,2950,0,False
L000521,C00338,2,23000,11000,16.9,1150,0,False
L000522,C00339,1,316000,89500,8.66,7810,0,False
L000523,C00340,3,1948000,1146100,2.95,7780,0,False
L000524,C00341,2,64000,45700,15.23,3200,0,False
L000525,C00341,3,2689000,2311600,3.24,13810,1,False
L000526,C00342,2,31000,13700,18.92,1550,1,False
L000527,C00343,2,7000,4300,19.47,350,0,False
L000528,C00344,3,807000,511200,2.87,3270,0,False
L000529,C00345,4,332000,149900,7.09,4520,0,False
L000530,C00345,2,34000,12900,13.24,1700,0,False
L000531,C00345,3,1230000,946700,3.14,6110,1,False
L000532,C00346,3,1909000,1206000,2.98,7150,0,False
L000533,C00347,3,1859000,1338400,2.76,7950,2,False
L000534,C00348,2,17000,10300,18.31,850,0,False
L000535,C00349,2,32000,15300,16.82,1600,0,False
L000536,C00349,3,1201000,608600,2.44,4910,0,False
L000537,C00350,3,1674000,998200,3.73,7250,0,False
L000538,C00351,2,30000,5100,15.12,1500,0,False
L000539,C00352,3,674000,422700,2.44,2400,0,False
L000540,C00353,2,59000,17500,16.6,2950,0,False
L000541,C00353,3,1059000,680900,2.37,4650,0,False
L000542,C00354,3,1395000,1125600,3.58,6390,0,False
L000543,C00354,4,114000,26800,5.03,1090,0,False
L000544,C00355,1,174000,85600,4.53,2550,0,False
L000545,C00356,3,671000,353600,3.45,2470,0,False
L000546,C00356,2,22000,13700,17.32,1100,0,False
L000547,C00357,2,5000,3300,16.47,250,0,False
L000548,C00358,4,228000,203900,9.98,9780,0,False
L000549,C00359,4,158000,38900,6.12,6600,0,False
L000550,C00360,2,22000,11100,19.23,1100,0,False
L000551,C00361,3,1996000,941400,3.83,7310,0,False
L000552,C00361,2,63000,31900,19.0,3150,0,False
L000553,C00361,4,93000,23800,7.55,1000,0,False
L000554,C00362,3,1292000,947500,3.44,5550,2,False
L000555,C00363,2,49000,31700,16.45,2450,0,False
L000556,C00363,4,281000,219300,6.95,4010,0,False
L000557,C00364,3,2127000,1990800,3.09,9000,0,False
L000558,C00364,2,63000,11700,18.83,3150,0,False
L000559,C00365,3,1475000,1244400,2.93,6900,0,False
L000560,C00365,4,200000,81400,9.31,2230,0,False
L000561,C00366,3,1745000,948000,2.67,6550,0,False
L000562,C00367,2,33000,6700,16.98,1650,0,False
L000563,C00368,3,1502000,1300900,2.27,7260,0,False
L000564,C00369,1,92000,44000,7.37,2590,0,False
L000565,C00370,2,37000,15400,18.73,1850,0,False
L000566,C00371,4,323000,241500,12.65,7010,0,False
L000567,C00372,2,38000,25300,20.16,1900,0,False
L000568,C00373,3,1209000,730000,2.56,4840,0,False
L000569,C00373,2,54000,38900,17.73,2700,0,False
L000570,C00374,3,2257000,1800300,2.95,9230,0,False
L000571,C00375,2,15000,10900,18.59,750,0,False
L000572,C00376,4,363000,191100,10.07,8820,1,False
L000573,C00376,3,1165000,867900,3.29,5140,0,False
L000574,C00376,1,181000,62000,5.77,2450,1,False
L000575,C00377,1,124000,76700,6.77,1800,3,False
L000576,C00378,4,93000,83000,9.44,1410,1,False
L000577,C00379,2,20000,6000,14.62,1000,0,False
L000578,C00380,1,203000,51000,7.18,3000,0,False
L000579,C00380,4,94000,43100,11.89,1260,0,False
L000580,C00381,2,23000,1600,16.9,1150,2,False
L000581,C00382,3,1286000,1044300,3.13,6610,0,False
L000582,C00383,3,1749000,1538500,2.57,8570,0,False
L000583,C00384,4,43000,12400,8.52,1180,0,False
L000584,C00385,4,203000,176600,12.35,3390,2,False
L000585,C00386,3,996000,487600,2.73,3620,0,False
L000586,C00387,4,259000,230000,10.88,4160,0,False
L000587,C00388,4,180000,152600,9.31,2240,0,False
L000588,C00388,2,16000,5500,17.0,800,0,False
L000589,C00389,4,182000,62700,9.36,5090,0,False
L000590,C00389,3,1408000,1016000,3.14,6320,0,False
L000591,C00390,1,225000,93000,6.59,5740,0,False
L000592,C00390,3,771000,386500,2.49,3440,0,False
L000593,C00391,4,71000,21500,8.13,680,0,False
L000594,C00392,3,2107000,1976800,2.92,8990,0,False
L000595,C00393,2,39000,10200,16.57,1950,0,False
L000596,C00393,3,1997000,1226800,3.73,8590,0,True
L000597,C00394,4,272000,97200,8.75,4120,0,False
L000598,C00394,2,27000,9100,16.76,1350,0,False
L000599,C00394,1,273000,133100,4.85,3790,0,False
L000600,C00395,3,1609000,1422800,4.07,7410,0,False
L000601,C00395,2,54000,7600,16.71,2700,0,False
L000602,C00396,3,847000,487100,3.17,3870,0,False
L000603,C00397,3,1305000,1011300,2.5,5390,0,False
L000604,C00398,4,234000,174600,6.34,2560,0,False
L000605,C00399,3,1098000,597100,2.63,5210,0,False
L000606,C00400,3,2495000,1217800,3.15,10730,0,False
L000607,C00400,1,129000,65700,5.33,1880,1,False
L000608,C00400,2,32000,16800,17.79,1600,1,False
L000609,C00400,4,255000,193800,5.72,3780,0,False
L000610,C00401,3,1287000,986500,2.73,5060,0,False
L000611,C00402,1,106000,86700,6.95,1670,0,False
L000612,C00402,4,48000,23100,11.19,600,1,False
L000613,C00403,2,20000,13900,19.78,1000,0,False
L000614,C00403,3,2720000,1537400,3.1,10640,0,False
L000615,C00404,1,301000,262300,5.45,12040,0,False
L000616,C00405,4,141000,104600,5.97,1990,0,False
L000617,C00405,2,44000,5000,14.62,2200,0,False
L000618,C00405,3,1087000,963300,2.32,4940,0,False
L000619,C00406,3,1611000,1399900,2.91,6890,3,False
L000620,C00406,1,209000,186300,5.41,6450,0,False
L000621,C00407,2,10000,6000,21.66,500,0,False
L000622,C00407,1,103000,68700,5.89,1480,0,False
L000623,C00407,4,25000,19500,12.75,1090,0,False
L000624,C00408,2,8000,6300,14.56,400,0,False
L000625,C00409,2,5000,1400,16.32,250,0,False
L000626,C00410,3,692000,566400,3.52,3290,0,False
L000627,C00411,3,1730000,1489900,3.09,7460,0,False
L000628,C00412,3,593000,343500,2.98,2420,0,False
L000629,C00413,4,28000,7900,8.62,470,0,False
L000630,C00413,2,5000,1400,17.99,250,0,False
L000631,C00414,3,2215000,1243600,3.62,8820,0,False
L000632,C00415,4,250000,215500,5.54,3440,0,False
L000633,C00416,3,1746000,1342400,2.81,8130,0,False
L000634,C00416,1,263000,158700,6.49,6800,0,False
L000635,C00417,3,1860000,1097200,3.15,8410,0,False
L000636,C00418,1,100000,82600,8.85,2050,0,False
L000637,C00418,4,39000,25900,6.42,1600,0,False
L000638,C00419,2,26000,5200,22.02,1300,0,False
L000639,C00420,3,1804000,1390100,3.25,7730,1,False
L000640,C00420,2,32000,10500,12.08,1600,1,False
L000641,C00421,2,19000,7600,17.66,950,1,False
L000642,C00422,3,1913000,1383400,2.48,8740,0,False
L000643,C00423,3,1493000,1191800,2.97,5920,0,False
L000644,C00424,3,1498000,790900,3.08,6390,0,False
L000645,C00425,2,13000,5900,20.52,650,0,True
L000646,C00426,2,57000,10500,13.45,2850,0,False
L000647,C00426,3,2359000,1114300,3.11,9920,0,False
L000648,C00427,3,1352000,992300,3.43,5890,0,False
L000649,C00427,2,22000,5700,18.46,1100,0,False
L000650,C00427,1,318000,164400,7.63,4470,3,False
L000651,C00428,3,2420000,1458800,2.9,10680,0,False
L000652,C00429,1,168000,47200,4.69,3250,0,False
L000653,C00429,4,81000,68200,8.08,2380,0,False
L000654,C00429,2,38000,13500,17.52,1900,0,False
L000655,C00430,1,234000,197000,7.97,3840,0,False
L000656,C00430,4,96000,57400,7.78,1190,0,False
L000657,C00430,3,1848000,1467200,2.84,7650,3,False
L000658,C00431,1,172000,154400,8.66,4030,0,False
L000659,C00432,1,237000,142300,6.38,3960,0,False
L000660,C00433,1,374000,211900,7.6,6950,0,False
L000661,C00433,4,172000,125500,5.79,2830,1,False
L000662,C00433,3,2012000,1143500,3.44,8550,0,False
L000663,C00434,1,240000,108900,6.1,3810,1,False
L000664,C00434,3,763000,403500,3.54,3480,1,True
L000665,C00435,2,48000,3600,17.14,2400,0,False
L000666,C00436,3,2086000,969600,2.93,7150,0,False
L000667,C00436,4,326000,86300,12.13,5870,1,False
L000668,C00437,2,38000,31400,16.91,1900,0,False
L000669,C00438,2,19000,6400,14.74,950,0,False
L000670,C00439,2,5000,400,16.44,250,0,False
L000671,C00440,3,1246000,1043100,2.2,5640,0,False
L000672,C00441,4,80000,67600,9.01,1170,0,False
L000673,C00442,3,1218000,876900,2.78,5620,0,False
L000674,C00443,2,16000,10500,16.89,800,0,True
L000675,C00444,1,131000,105900,6.8,2180,0,False
L000676,C00445,3,1216000,775000,3.25,4710,0,False
L000677,C00446,3,1871000,1341700,3.16,9250,0,False
L000678,C00447,2,7000,5100,18.59,350,0,False
L000679,C00448,3,1880000,1599400,3.03,7630,0,False
L000680,C00448,1,418000,221000,7.05,6510,0,False
L000681,C00449,3,1538000,841400,2.74,7390,0,False
L000682,C00450,3,1407000,981800,2.62,5100,0,False
L000683,C00450,2,39000,29100,18.29,1950,0,False
L000684,C00450,1,398000,314000,8.02,16820,0,False
L000685,C00451,2,53000,23500,15.21,2650,0,False
L000686,C00452,3,2042000,1104100,2.43,8790,0,False
L000687,C00453,3,867000,689700,2.5,3590,0,False
L000688,C00453,2,27000,15300,12.93,1350,2,True
L000689,C00453,4,160000,59500,8.38,2350,0,False
L000690,C00454,2,34000,10000,17.71,1700,0,False
L000691,C00454,3,1555000,985200,2.69,6690,0,False
L000692,C00455,3,1520000,1393700,2.51,7230,0,False
L000693,C00455,4,74000,31400,10.22,890,0,False
L000694,C00455,2,69000,10700,16.9,3450,0,False
L000695,C00456,2,21000,6000,21.09,1050,1,False
L000696,C00456,3,1703000,1166900,2.79,6490,1,False
L000697,C00456,1,240000,101400,9.15,7660,1,False
L000698,C00456,4,239000,212100,9.7,3080,0,True
L000699,C00457,3,539000,453400,3.37,2290,0,False
L000700,C00458,2,23000,12200,21.76,1150,1,False
L000701,C00458,1,102000,36300,6.71,2530,0,False
L000702,C00459,2,17000,6300,15.62,850,0,False
L000703,C00460,1,83000,60400,7.19,3210,0,False
L000704,C00461,4,56000,23000,11.15,2030,0,False
L000705,C00461,2,5000,2700,17.47,250,0,False
L000706,C00462,3,2499000,1454300,3.16,11440,0,False
L000707,C00462,2,75000,23100,15.64,3750,0,False
L000708,C00463,3,1113000,938500,3.1,4680,0,False
L000709,C00464,1,370000,150100,5.22,6600,0,False
L000710,C00464,3,2737000,1240400,3.53,10950,0,False
L000711,C00464,4,195000,58300,8.11,2990,0,False
L000712,C00465,4,76000,55900,7.93,1440,0,False
L000713,C00466,3,2468000,1807000,2.88,10040,0,True
L000714,C00467,2,67000,42700,15.92,3350,0,False
L000715,C00468,3,1002000,528700,2.35,4400,0,False
L000716,C00469,2,31000,3400,13.14,1550,0,False
L000717,C00470,3,1521000,1387100,2.64,7820,0,False
L000718,C00470,2,63000,50500,16.63,3150,0,False
L000719,C00471,4,10000,7100,10.53,150,1,False
L000720,C00472,3,983000,490200,3.3,4350,0,False
L000721,C00473,2,78000,52700,14.92,3900,0,False
L000722,C00474,3,586000,544200,2.57,2380,0,False
L000723,C00474,4,157000,104900,8.23,5910,0,True
L000724,C00475,3,2536000,2077500,2.68,10730,0,False
L000725,C00476,2,31000,20400,18.92,1550,0,False
L000726,C00476,3,812000,751800,3.04,3350,0,False
L000727,C00476,1,217000,155400,7.74,4240,2,False
L000728,C00477,2,14000,11100,20.34,700,0,False
L000729,C00478,1,67000,18600,10.38,1250,0,False
L000730,C00479,2,26000,18500,20.21,1300,1,False
L000731,C00480,3,1972000,1601500,2.83,8640,0,False
L000732,C00481,3,2322000,1076400,2.61,8870,0,False
L000733,C00481,2,17000,12100,16.06,850,0,False
L000734,C00482,3,1405000,1114400,2.84,6000,0,False
L000735,C00482,4,230000,188000,10.84,3490,0,False
L000736,C00483,1,230000,161800,5.24,3890,0,False
L000737,C00483,3,2952000,2730700,3.19,15940,2,False
L000738,C00483,2,47000,35400,20.0,2350,0,False
L000739,C00484,3,1208000,853700,2.82,5380,0,False
L000740,C00484,2,25000,6900,12.62,1250,3,False
L000741,C00484,1,66000,52300,5.8,960,0,False
L000742,C00485,3,1781000,1675200,2.85,9030,0,False
L000743,C00485,1,95000,72300,5.78,1410,0,False
L000744,C00486,3,2307000,1181200,2.66,8920,1,False
L000745,C00487,2,9000,2200,23.5,450,1,False
L000746,C00487,1,111000,53100,6.51,1550,0,True
L000747,C00488,3,2353000,1904600,3.48,12800,0,False
L000748,C00488,2,21000,1600,18.21,1050,0,False
L000749,C00489,4,113000,79100,8.41,1280,0,False
L000750,C00490,4,36000,12600,7.33,450,0,False
L000751,C00491,2,41000,31400,19.64,2050,0,False
L000752,C00492,3,1872000,1318500,3.4,9780,0,False
L000753,C00493,3,1147000,819700,3.65,5250,0,False
L000754,C00494,4,161000,80900,10.84,4650,0,False
L000755,C00495,4,262000,203600,9.13,4180,0,False
L000756,C00495,2,43000,30900,13.98,2150,0,False
L000757,C00496,3,2714000,1404800,2.8,11630,0,False
L000758,C00497,3,2078000,1082600,2.81,7380,2,False
L000759,C00498,2,15000,4900,16.12,750,0,False
L000760,C00499,3,1978000,1464000,2.45,9510,3,False
L000761,C00500,3,1579000,1122700,3.86,7700,0,False
L000762,C00501,3,1442000,1135500,2.58,6880,0,False
L000763,C00501,1,227000,90700,6.7,5940,0,False
L000764,C00502,4,211000,136500,10.24,2740,0,False
L000765,C00503,4,84000,55700,10.44,2320,0,False
L000766,C00503,2,24000,14600,14.16,1200,0,False
L000767,C00504,1,234000,195300,5.87,4570,0,False
L000768,C00505,2,38000,5800,16.35,1900,0,False
L000769,C00506,1,357000,218800,5.95,11520,0,False
L000770,C00507,2,23000,4600,21.26,1150,0,False
L000771,C00508,3,1056000,511400,3.45,3770,0,False
L000772,C00509,2,7000,5500,19.21,350,0,False
L000773,C00510,2,32000,17500,13.96,1600,0,False
L000774,C00511,2,73000,46700,21.13,3650,0,False
L000775,C00511,3,1766000,945600,3.21,6960,0,False
L000776,C00511,1,258000,97500,5.77,4000,3,False
L000777,C00511,4,254000,128300,10.24,6420,2,False
L000778,C00512,1,152000,50600,9.1,2410,0,False
L000779,C00513,1,155000,39100,6.48,5010,4,False
L000780,C00514,3,924000,615900,2.2,3300,1,False
L000781,C00514,2,27000,15900,16.0,1350,0,False
L000782,C00515,2,6000,2900,15.93,300,0,False
L000783,C00516,4,25000,20300,7.88,510,2,False
L000784,C00517,3,2007000,1649000,3.03,8780,0,False
L000785,C00518,4,106000,56600,5.54,4500,0,False
L000786,C00519,4,59000,24200,7.35,940,0,False
L000787,C00519,3,1467000,941500,2.51,6820,0,False
L000788,C00520,3,990000,798400,2.94,5130,0,False
L000789,C00521,2,27000,17600,21.59,1350,0,False
L000790,C00522,3,1803000,1021000,2.82,7870,0,False
L000791,C00522,2,25000,16500,13.56,1250,0,False
L000792,C00523,1,295000,112400,6.14,5190,0,False
L000793,C00524,3,1111000,740800,2.99,5020,0,False
L000794,C00525,2,9000,1000,17.17,450,0,False
L000795,C00526,3,2444000,1546700,2.73,10530,0,False
L000796,C00526,1,256000,83100,5.24,5390,0,False
L000797,C00527,1,66000,23600,11.5,2090,1,False
L000798,C00528,4,184000,41400,8.15,2910,1,False
L000799,C00528,3,1952000,1053700,2.89,7630,2,False
L000800,C00529,2,9000,900,17.27,450,1,False
L000801,C00530,2,12000,7900,20.16,600,1,False
L000802,C00531,2,7000,5500,17.69,350,0,False
L000803,C00532,2,13000,7400,20.63,650,0,False
L000804,C00532,1,93000,26600,9.11,1880,0,False
L000805,C00533,3,649000,310800,3.17,2410,0,False
L000806,C00534,2,28000,7000,12.76,1400,0,False
L000807,C00535,4,313000,225300,8.06,3620,0,False
L000808,C00535,3,1829000,1608800,3.48,8020,0,False
L000809,C00536,4,189000,47800,7.16,2670,0,False
L000810,C00537,3,1374000,917500,2.56,6540,0,False
L000811,C00538,2,31000,11800,16.37,1550,0,False
L000812,C00539,2,10000,500,21.44,500,0,False
L000813,C00540,4,184000,49500,9.68,5720,0,False
L000814,C00541,4,281000,242200,7.28,3620,0,False
L000815,C00542,3,952000,534800,2.74,3370,0,False
L000816,C00543,2,23000,3600,16.82,1150,0,False
L000817,C00544,2,33000,18100,14.35,1650,0,False
L000818,C00545,3,500000,362900,3.59,2310,0,False
L000819,C00545,4,91000,57700,5.9,2660,0,False
L000820,C00546,2,67000,28400,13.6,3350,0,False
L000821,C00547,4,79000,63900,8.68,1020,0,False
L000822,C00548,1,79000,31900,8.09,2400,0,False
L000823,C00549,3,1261000,995800,2.84,4840,0,False
L000824,C00549,1,394000,236900,6.14,6030,0,False
L000825,C00550,2,15000,8200,19.81,750,0,False
L000826,C00550,3,904000,781100,2.96,3790,0,False
L000827,C00550,1,59000,15100,4.98,1540,0,False
L000828,C00551,3,1950000,989800,2.76,8540,4,False
L000829,C00551,2,22000,16800,21.12,1100,3,True
L000830,C00551,4,365000,269200,11.95,12670,0,False
L000831,C00551,1,235000,72800,7.99,3900,0,False
L000832,C00552,4,22000,15300,10.55,550,0,False
L000833,C00553,3,1204000,1001400,2.33,4580,1,False
L000834,C00553,1,246000,141700,5.6,3570,0,False
L000835,C00554,3,1200000,786400,2.36,5140,0,False
L000836,C00555,2,5000,700,18.37,250,0,False
L000837,C00555,4,26000,17400,9.33,300,1,False
L000838,C00555,1,121000,108600,6.36,1760,2,False
L000839,C00556,4,248000,159100,6.99,2810,0,False
L000840,C00556,3,1541000,1079600,2.83,6650,2,False
L000841,C00556,2,49000,8100,16.63,2450,0,False
L000842,C00556,1,255000,182200,4.5,5150,0,False
L000843,C00557,3,1059000,953400,2.92,4970,0,False
L000844,C00558,2,10000,1000,21.4,500,0,False
L000845,C00559,4,103000,74900,7.74,2340,0,False
L000846,C00559,1,148000,87300,7.67,3030,0,False
L000847,C00560,2,23000,1600,15.8,1150,0,False
L000848,C00560,4,59000,33900,12.72,840,0,False
L000849,C00561,1,128000,35200,8.39,2090,0,False
L000850,C00562,1,126000,35900,7.02,1740,0,False
L000851,C00563,2,29000,8800,15.06,1450,0,False
L000852,C00564,4,68000,18200,9.14,900,0,False
L000853,C00565,4,328000,213900,10.84,8170,0,False
L000854,C00565,3,2388000,2114000,2.31,9720,0,False
L000855,C00566,2,81000,14200,17.68,4050,0,False
L000856,C00566,3,1507000,1090300,2.46,5610,0,False
L000857,C00567,4,165000,77100,6.59,1680,0,False
L000858,C00567,3,2031000,1497400,3.05,7920,0,False
L000859,C00568,3,3046000,2417800,2.85,14480,0,False
L000860,C00569,2,22000,17300,22.5,1100,0,False
L000861,C00569,3,499000,325100,3.74,2400,0,False
L000862,C00570,2,71000,44400,18.08,3550,0,False
L000863,C00571,3,1983000,1152200,3.08,8070,0,False
L000864,C00572,2,12000,7600,22.02,600,3,True
L000865,C00573,3,2878000,1660500,3.85,11780,0,False
L000866,C00574,2,24000,5700,15.31,1200,0,False
L000867,C00574,1,100000,30300,7.64,1310,0,False
L000868,C00575,2,5000,3600,13.72,250,0,False
L000869,C00575,3,806000,606300,3.19,3470,0,False
L000870,C00576,2,16000,2100,17.66,800,0,False
L000871,C00577,4,31000,9000,4.58,290,0,False
L000872,C00578,1,254000,168800,6.26,7810,0,False
L000873,C00579,4,95000,53400,9.86,3580,0,False
L000874,C00579,2,31000,14800,19.1,1550,0,False
L000875,C00580,1,338000,234000,7.18,13750,1,False
L000876,C00581,2,9000,3700,19.09,450,0,False
L000877,C00581,1,125000,60800,7.6,3580,3,False
L000878,C00581,4,16000,8700,9.15,190,0,False
L000879,C00582,2,18000,7700,19.55,900,0,False
L000880,C00583,4,237000,115900,9.01,6570,0,False
L000881,C00583,2,19000,12100,12.07,950,0,False
L000882,C00583,3,1175000,871400,2.82,4990,0,False
L000883,C00584,3,1981000,1102800,3.02,7050,0,False
L000884,C00585,4,125000,107600,11.4,2900,0,False
L000885,C00585,3,2049000,1263400,2.69,7880,0,False
L000886,C00586,4,52000,12300,9.38,2110,0,False
L000887,C00587,2,8000,2900,18.93,400,0,False
L000888,C00588,2,5000,3200,21.48,250,0,False
L000889,C00588,4,62000,53400,11.75,950,0,False
L000890,C00589,3,918000,808200,3.28,4680,0,False
L000891,C00589,2,21000,15700,15.6,1050,0,False
L000892,C00590,3,1258000,768700,3.16,6020,1,False
L000893,C00590,1,349000,238700,6.27,15590,0,False
L000894,C00591,2,6000,4200,18.32,300,0,False
L000895,C00592,4,63000,41000,5.64,2380,0,False
L000896,C00592,3,1226000,583700,2.55,5480,1,False
L000897,C00593,2,16000,2700,18.48,800,0,False
L000898,C00594,3,1100000,566300,2.62,4700,0,False
L000899,C00595,2,33000,20500,15.28,1650,2,False
L000900,C00595,3,1453000,1097500,3.05,7570,0,False
L000901,C00596,2,51000,8100,18.27,2550,0,False
L000902,C00596,3,1399000,1112000,2.75,7050,0,False
L000903,C00597,3,2129000,1563300,3.11,8360,0,False
L000904,C00598,2,6000,1400,14.87,300,0,False
L000905,C00599,3,1217000,705000,2.74,5680,0,False
L000906,C00600,2,17000,7700,18.86,850,1,False
L000907,C00601,3,2182000,1925500,3.07,8970,0,False
L000908,C00602,3,999000,545400,3.53,4280,1,False
L000909,C00602,1,319000,242300,4.95,13290,1,True
L000910,C00603,2,5000,3500,16.79,250,0,False
L000911,C00603,3,432000,196300,4.91,2140,0,False
L000912,C00604,4,250000,160900,7.47,3140,1,False
L000913,C00605,3,735000,625100,3.53,3730,0,False
L000914,C00605,4,36000,17300,10.91,680,0,False
L000915,C00606,2,37000,18600,17.75,1850,0,False
L000916,C00607,3,2513000,2143900,3.01,10460,0,False
L000917,C00608,1,251000,179800,6.13,7400,0,False
L000918,C00608,4,140000,61100,8.77,2350,0,False
L000919,C00609,3,2202000,1583000,2.43,9060,0,False
L000920,C00610,2,23000,1300,15.58,1150,0,False
L000921,C00610,3,2528000,1424900,3.79,12980,0,False
L000922,C00611,2,14000,11700,14.72,700,0,False
L000923,C00612,2,7000,4900,10.81,350,1,False
L000924,C00613,1,50000,34600,7.35,1000,0,False
L000925,C00614,1,221000,198200,7.11,3350,3,True
L000926,C00614,2,32000,11900,20.18,1600,0,False
L000927,C00615,2,6000,800,15.06,300,0,False
