employment_id,customer_id,employment_status,monthly_income,valid_from,valid_to
597,C00597,Permanent employment,53100,2026-09-10,
598,C00598,Temporary/Probation/Freelance,15000,2026-09-10,
599,C00599,Permanent employment,39200,2026-09-10,
600,C00600,Unemployed,16400,2026-09-10,
601,C00601,Permanent employment,43600,2026-09-10,
602,C00602,Temporary/Probation/Freelance,39600,2026-09-10,
603,C00603,Unemployed,16800,2026-09-10,
604,C00604,Permanent employment,39700,2026-09-10,
605,C00605,Temporary/Probation/Freelance,22300,2026-09-10,
606,C00606,Permanent employment,31700,2026-09-10,
607,C00607,Self-employed,69100,2026-09-10,
608,C00608,Self-employed,34100,2026-09-10,
609,C00609,Permanent employment,42500,2026-09-10,
610,C00610,Permanent employment,49300,2026-09-10,
611,C00611,Student,9900,2026-09-10,
612,C00612,Retired,15800,2026-09-10,
613,C00613,Retired,12000,2026-09-10,
614,C00614,Temporary/Probation/Freelance,27100,2026-09-10,
615,C00615,Retired,24600,2026-09-10,
616,C00616,Retired,29500,2026-09-10,
617,C00617,Student,9400,2026-09-10,
618,C00618,Permanent employment,45100,2026-09-10,
619,C00619,Retired,14700,2026-09-10,
620,C00620,Retired,31200,2026-09-10,
621,C00621,Student,25000,2026-09-10,
622,C00622,Permanent employment,47100,2026-09-10,
623,C00623,Unemployed,18800,2026-09-10,
624,C00624,Permanent employment,47400,2026-09-10,
625,C00625,Unemployed,9800,2026-09-10,
626,C00626,Permanent employment,39000,2026-09-10,
627,C00627,Permanent employment,49600,2026-09-10,
628,C00628,Permanent employment,49200,2026-09-10,
629,C00629,Student,5300,2026-09-10,
630,C00630,Permanent employment,41200,2026-09-10,
631,C00631,Retired,24700,2026-09-10,
632,C00632,Permanent employment,46500,2026-09-10,
633,C00633,Self-employed,51400,2026-09-10,
634,C00634,Permanent employment,47900,2026-09-10,
635,C00635,Permanent employment,24400,2026-09-10,
636,C00636,Permanent employment,57800,2026-09-10,
637,C00637,Permanent employment,54900,2026-09-10,
638,C00638,Temporary/Probation/Freelance,29900,2026-09-10,
639,C00639,Permanent employment,36700,2026-09-10,
640,C00640,Permanent employment,48900,2026-09-10,
641,C00641,Permanent employment,22000,2026-09-10,
642,C00642,Permanent employment,56700,2026-09-10,
643,C00643,Permanent employment,36900,2026-09-10,
644,C00644,Permanent employment,40800,2026-09-10,
645,C00645,Self-employed,55500,2026-09-10,
646,C00646,Retired,20600,2026-09-10,
647,C00647,Permanent employment,43000,2026-09-10,
648,C00648,Permanent employment,37400,2026-09-10,
649,C00649,Permanent employment,47400,2026-09-10,
650,C00650,Self-employed,50500,2026-09-10,
651,C00651,Student,15300,2026-09-10,
652,C00652,Permanent employment,33600,2026-09-10,
653,C00653,Permanent employment,36500,2026-09-10,
654,C00654,Permanent employment,39400,2026-09-10,
655,C00655,Temporary/Probation/Freelance,38900,2026-09-10,
656,C00656,Self-employed,19300,2026-09-10,
657,C00657,Temporary/Probation/Freelance,23200,2026-09-10,
658,C00658,Permanent employment,54900,2026-09-10,
659,C00659,Self-employed,54500,2026-09-10,
660,C00660,Permanent employment,52600,2026-09-10,
661,C00661,Permanent employment,44400,2026-09-10,
662,C00662,Temporary/Probation/Freelance,44100,2026-09-10,
663,C00663,Permanent employment,34800,2026-09-10,
664,C00664,Parental leave,28700,2026-09-10,
665,C00665,Student,8500,2026-09-10,
666,C00666,Permanent employment,36000,2026-09-10,
667,C00667,Permanent employment,29200,2026-09-10,
668,C00668,Student,12800,2026-09-10,
669,C00669,Permanent employment,29400,2026-09-10,
670,C00670,Permanent employment,35700,2026-09-10,
671,C00671,Permanent employment,22000,2026-09-10,
672,C00672,Temporary/Probation/Freelance,24100,2026-09-10,
673,C00673,Student,10700,2026-09-10,
674,C00674,Permanent employment,47000,2026-09-10,
675,C00675,Permanent employment,43400,2026-09-10,
676,C00676,Retired,19200,2026-09-10,
677,C00677,Permanent employment,35200,2026-09-10,
678,C00678,Parental leave,26000,2026-09-10,
679,C00679,Unemployed,22200,2026-09-10,
680,C00680,Permanent employment,34400,2026-09-10,
681,C00681,Retired,18500,2026-09-10,
682,C00682,Permanent employment,38000,2026-09-10,
683,C00683,Permanent employment,30300,2026-09-10,
684,C00684,Permanent employment,43300,2026-09-10,
685,C00685,Permanent employment,31500,2026-09-10,
686,C00686,Permanent employment,45900,2026-09-10,
687,C00687,Permanent employment,41900,2026-09-10,
688,C00688,Permanent employment,39800,2026-09-10,
689,C00689,Self-employed,39700,2026-09-10,
690,C00690,Permanent employment,34200,2026-09-10,
691,C00691,Permanent employment,42200,2026-09-10,
692,C00692,Permanent employment,50400,2026-09-10,
693,C00693,Parental leave,40800,2026-09-10,
694,C00694,Parental leave,16000,2026-09-10,
695,C00695,Permanent employment,36400,2026-09-10,
696,C00696,Unemployed,8900,2026-09-10,
697,C00697,Permanent employment,42600,2026-09-10,
698,C00698,Permanent employment,47800,2026-09-10,
699,C00699,Parental leave,44300,2026-09-10,
700,C00700,Permanent employment,42700,2026-09-10,
701,C00701,Permanent employment,45900,2026-09-10,
702,C00702,Permanent employment,23600,2026-09-10,
703,C00703,Permanent employment,38200,2026-09-10,
704,C00704,Permanent employment,30900,2026-09-10,
705,C00705,Parental leave,25700,2026-09-10,
706,C00706,Retired,20600,2026-09-10,
707,C00707,Permanent employment,55000,2026-09-10,
708,C00708,Permanent employment,40600,2026-09-10,
709,C00709,Permanent employment,41900,2026-09-10,
710,C00710,Permanent employment,45100,2026-09-10,
711,C00711,Self-employed,62100,2026-09-10,
712,C00712,Parental leave,18600,2026-09-10,
713,C00713,Permanent employment,47400,2026-09-10,
714,C00714,Self-employed,49100,2026-09-10,
715,C00715,Parental leave,29400,2026-09-10,
716,C00716,Retired,31400,2026-09-10,
717,C00717,Retired,23100,2026-09-10,
718,C00718,Retired,30100,2026-09-10,
719,C00719,Permanent employment,39200,2026-09-10,
720,C00720,Permanent employment,44700,2026-09-10,
721,C00721,Retired,26100,2026-09-10,
722,C00722,Permanent employment,36600,2026-09-10,
723,C00723,Student,17800,2026-09-10,
724,C00724,Permanent employment,50500,2026-09-10,
725,C00725,Permanent employment,44600,2026-09-10,
726,C00726,Retired,25100,2026-09-10,
727,C00727,Unemployed,15900,2026-09-10,
728,C00728,Retired,29600,2026-09-10,
729,C00729,Permanent employment,49300,2026-09-10,
730,C00730,Unemployed,17600,2026-09-10,
731,C00731,Permanent employment,36800,2026-09-10,
732,C00732,Retired,18200,2026-09-10,
733,C00733,Permanent employment,49900,2026-09-10,
734,C00734,Permanent employment,47000,2026-09-10,
735,C00735,Self-employed,27300,2026-09-10,
736,C00736,Retired,29900,2026-09-10,
737,C00737,Self-employed,72300,2026-09-10,
738,C00738,Retired,23900,2026-09-10,
739,C00739,Permanent employment,56000,2026-09-10,
740,C00740,Permanent employment,50400,2026-09-10,
741,C00741,Permanent employment,36900,2026-09-10,
742,C00742,Permanent employment,48000,2026-09-10,
743,C00743,Temporary/Probation/Freelance,15800,2026-09-10,
744,C00744,Temporary/Probation/Freelance,32800,2026-09-10,
745,C00745,Permanent employment,30800,2026-09-10,
746,C00746,Permanent employment,44300,2026-09-10,
747,C00747,Permanent employment,49700,2026-09-10,
748,C00748,Parental leave,26500,2026-09-10,
749,C00749,Permanent employment,54800,2026-09-10,
750,C00750,Permanent employment,36500,2026-09-10,
751,C00751,Permanent employment,23000,2026-09-10,
752,C00752,Permanent employment,42800,2026-09-10,
753,C00753,Retired,33500,2026-09-10,
754,C00754,Unemployed,13900,2026-09-10,
755,C00755,Permanent employment,33800,2026-09-10,
756,C00756,Permanent employment,31500,2026-09-10,
757,C00757,Parental leave,26600,2026-09-10,
758,C00758,Temporary/Probation/Freelance,20900,2026-09-10,
759,C00759,Retired,25600,2026-09-10,
760,C00760,Permanent employment,45300,2026-09-10,
761,C00761,Unemployed,10200,2026-09-10,
762,C00762,Permanent employment,42700,2026-09-10,
763,C00763,Student,17200,2026-09-10,
764,C00764,Permanent employment,40000,2026-09-10,
765,C00765,Student,7700,2026-09-10,
766,C00766,Permanent employment,46300,2026-09-10,
767,C00767,Unemployed,8400,2026-09-10,
768,C00768,Retired,30500,2026-09-10,
769,C00769,Permanent employment,42100,2026-09-10,
770,C00770,Retired,15800,2026-09-10,
771,C00771,Permanent employment,41800,2026-09-10,
772,C00772,Retired,20500,2026-09-10,
773,C00773,Temporary/Probation/Freelance,23000,2026-09-10,
774,C00774,Parental leave,30400,2026-09-10,
775,C00775,Retired,31300,2026-09-10,
776,C00776,Permanent employment,35100,2026-09-10,
777,C00777,Permanent employment,31200,2026-09-10,
778,C00778,Permanent employment,27300,2026-09-10,
779,C00779,Permanent employment,32800,2026-09-10,
780,C00780,Retired,20500,2026-09-10,
781,C00781,Permanent employment,33800,2026-09-10,
782,C00782,Permanent employment,40100,2026-09-10,
783,C00783,Student,19600,2026-09-10,
784,C00784,Parental leave,37400,2026-09-10,
785,C00785,Permanent employment,32300,2026-09-10,
786,C00786,Temporary/Probation/Freelance,31100,2026-09-10,
787,C00787,Permanent employment,37400,2026-09-10,
788,C00788,Permanent employment,55900,2026-09-10,
789,C00789,Self-employed,46300,2026-09-10,
790,C00790,Retired,31300,2026-09-10,
791,C00791,Self-employed,30800,2026-09-10,
792,C00792,Parental leave,39600,2026-09-10,
793,C00793,Self-employed,37100,2026-09-10,
794,C00794,Unemployed,6900,2026-09-10,
795,C00795,Student,9100,2026-09-10,
796,C00796,Permanent employment,38200,2026-09-10,
797,C00797,Permanent employment,50000,2026-09-10,
798,C00798,Permanent employment,40700,2026-09-10,
799,C00799,Permanent employment,46800,2026-09-10,
800,C00800,Retired,19100,2026-09-10,
801,C00801,Permanent employment,37100,2026-09-10,
802,C00802,Parental leave,30000,2026-09-10,
803,C00803,Permanent employment,48700,2026-09-10,
804,C00804,Parental leave,20600,2026-09-10,
805,C00805,Permanent employment,51500,2026-09-10,
806,C00806,Permanent employment,49600,2026-09-10,
807,C00807,Retired,21800,2026-09-10,
808,C00808,Self-employed,41600,2026-09-10,
809,C00809,Permanent employment,26500,2026-09-10,
810,C00810,Temporary/Probation/Freelance,44400,2026-09-10,
811,C00811,Retired,21600,2026-09-10,
812,C00812,Retired,31500,2026-09-10,
813,C00813,Permanent employment,33800,2026-09-10,
814,C00814,Permanent employment,43000,2026-09-10,
815,C00815,Retired,27600,2026-09-10,
816,C00816,Permanent employment,41800,2026-09-10,
817,C00817,Permanent employment,34000,2026-09-10,
818,C00818,Permanent employment,44100,2026-09-10,
819,C00819,Permanent employment,22000,2026-09-10,
820,C00820,Permanent employment,39000,2026-09-10,
821,C00821,Retired,19500,2026-09-10,
822,C00822,Permanent employment,30600,2026-09-10,
823,C00823,Permanent employment,40500,2026-09-10,
824,C00824,Parental leave,22700,2026-09-10,
825,C00825,Permanent employment,46300,2026-09-10,
826,C00826,Retired,28500,2026-09-10,
827,C00827,Permanent employment,35300,2026-09-10,
828,C00828,Self-employed,45300,2026-09-10,
829,C00829,Unemployed,17000,2026-09-10,
830,C00830,Permanent employment,45700,2026-09-10,
831,C00831,Unemployed,9200,2026-09-10,
832,C00832,Permanent employment,46700,2026-09-10,
833,C00833,Permanent employment,38000,2026-09-10,
834,C00834,Permanent employment,39100,2026-09-10,
835,C00835,Unemployed,14200,2026-09-10,
836,C00836,Parental leave,17900,2026-09-10,
837,C00837,Retired,22700,2026-09-10,
838,C00838,Permanent employment,51700,2026-09-10,
839,C00839,Permanent employment,55100,2026-09-10,
840,C00840,Permanent employment,50000,2026-09-10,
841,C00841,Student,10100,2026-09-10,
842,C00842,Permanent employment,47800,2026-09-10,
843,C00843,Permanent employment,41800,2026-09-10,
844,C00844,Retired,22300,2026-09-10,
845,C00845,Permanent employment,46000,2026-09-10,
846,C00846,Temporary/Probation/Freelance,24800,2026-09-10,
847,C00847,Permanent employment,37200,2026-09-10,
848,C00848,Retired,30200,2026-09-10,
849,C00849,Permanent employment,38600,2026-09-10,
850,C00850,Permanent employment,35600,2026-09-10,
851,C00851,Student,5100,2026-09-10,
852,C00852,Student,12200,2026-09-10,
853,C00853,Permanent employment,53600,2026-09-10,
854,C00854,Retired,32300,2026-09-10,
855,C00855,Permanent employment,43500,2026-09-10,
856,C00856,Permanent employment,49000,2026-09-10,
857,C00857,Student,11400,2026-09-10,
858,C00858,Permanent employment,40700,2026-09-10,
859,C00859,Permanent employment,44600,2026-09-10,
860,C00860,Permanent employment,28100,2026-09-10,
861,C00861,Permanent employment,36300,2026-09-10,
862,C00862,Temporary/Probation/Freelance,28300,2026-09-10,
863,C00863,Permanent employment,34100,2026-09-10,
864,C00864,Permanent employment,42700,2026-09-10,
865,C00865,Permanent employment,44300,2026-09-10,
866,C00866,Permanent employment,43800,2026-09-10,
867,C00867,Permanent employment,49800,2026-09-10,
868,C00868,Permanent employment,39400,2026-09-10,
869,C00869,Retired,36300,2026-09-10,
870,C00870,Retired,14300,2026-09-10,
871,C00871,Parental leave,35300,2026-09-10,
872,C00872,Permanent employment,46500,2026-09-10,
873,C00873,Permanent employment,42300,2026-09-10,
874,C00874,Unemployed,8700,2026-09-10,
875,C00875,Student,11700,2026-09-10,
876,C00876,Permanent employment,53900,2026-09-10,
877,C00877,Retired,27000,2026-09-10,
878,C00878,Self-employed,44200,2026-09-10,
879,C00879,Student,10700,2026-09-10,
880,C00880,Self-employed,55600,2026-09-10,
881,C00881,Temporary/Probation/Freelance,42500,2026-09-10,
882,C00882,Student,8200,2026-09-10,
883,C00883,Temporary/Probation/Freelance,31500,2026-09-10,
884,C00884,Temporary/Probation/Freelance,30000,2026-09-10,
885,C00885,Self-employed,36800,2026-09-10,
886,C00886,Parental leave,31200,2026-09-10,
887,C00887,Permanent employment,53700,2026-09-10,
888,C00888,Permanent employment,33400,2026-09-10,
889,C00889,Temporary/Probation/Freelance,32900,2026-09-10,
890,C00890,Permanent employment,40800,2026-09-10,
891,C00891,Permanent employment,42900,2026-09-10,
892,C00892,Retired,26900,2026-09-10,
893,C00893,Retired,26600,2026-09-10,
894,C00894,Permanent employment,38600,2026-09-10,
895,C00895,Permanent employment,42600,2026-09-10,
896,C00896,Self-employed,44700,2026-09-10,
897,C00897,Permanent employment,37700,2026-09-10,
898,C00898,Retired,24300,2026-09-10,
899,C00899,Student,9900,2026-09-10,
900,C00900,Parental leave,42100,2026-09-10,
901,C00901,Student,5900,2026-09-10,
902,C00902,Student,15000,2026-09-10,
903,C00903,Permanent employment,41300,2026-09-10,
904,C00904,Permanent employment,52200,2026-09-10,
905,C00905,Permanent employment,39400,2026-09-10,
906,C00906,Retired,12000,2026-09-10,
907,C00907,Retired,23100,2026-09-10,
908,C00908,Permanent employment,50400,2026-09-10,
909,C00909,Student,8400,2026-09-10,
910,C00910,Permanent employment,44000,2026-09-10,
911,C00911,Permanent employment,58800,2026-09-10,
912,C00912,Permanent employment,39900,2026-09-10,
913,C00913,Permanent employment,49500,2026-09-10,
914,C00914,Permanent employment,38100,2026-09-10,
915,C00915,Permanent employment,53100,2026-09-10,
916,C00916,Permanent employment,44500,2026-09-10,
917,C00917,Self-employed,53800,2026-09-10,
918,C00918,Retired,19400,2026-09-10,
919,C00919,Permanent employment,43700,2026-09-10,
920,C00920,Permanent employment,39200,2026-09-10,
921,C00921,Retired,14000,2026-09-10,
922,C00922,Permanent employment,41500,2026-09-10,
923,C00923,Permanent employment,44900,2026-09-10,
924,C00924,Retired,18600,2026-09-10,
925,C00925,Self-employed,48200,2026-09-10,
926,C00926,Student,9100,2026-09-10,
927,C00927,Unemployed,16400,2026-09-10,
928,C00928,Permanent employment,43800,2026-09-10,
929,C00929,Permanent employment,59700,2026-09-10,
930,C00930,Permanent employment,24200,2026-09-10,
931,C00931,Parental leave,25200,2026-09-10,
932,C00932,Retired,28600,2026-09-10,
933,C00933,Permanent employment,44300,2026-09-10,
934,C00934,Permanent employment,48100,2026-09-10,
935,C00935,Temporary/Probation/Freelance,15000,2026-09-10,
936,C00936,Permanent employment,43700,2026-09-10,
937,C00937,Unemployed,14000,2026-09-10,
938,C00938,Temporary/Probation/Freelance,34900,2026-09-10,
939,C00939,Permanent employment,40500,2026-09-10,
940,C00940,Permanent employment,45100,2026-09-10,
941,C00941,Permanent employment,44300,2026-09-10,
942,C00942,Permanent employment,36200,2026-09-10,
943,C00943,Temporary/Probation/Freelance,32800,2026-09-10,
944,C00944,Permanent employment,42100,2026-09-10,
945,C00945,Permanent employment,35000,2026-09-10,
946,C00946,Student,9900,2026-09-10,
947,C00947,Permanent employment,35500,2026-09-10,
948,C00948,Retired,13800,2026-09-10,
949,C00949,Permanent employment,47600,2026-09-10,
950,C00950,Permanent employment,58100,2026-09-10,
951,C00951,Permanent employment,46900,2026-09-10,
952,C00952,Permanent employment,45100,2026-09-10,
953,C00953,Permanent employment,48500,2026-09-10,
954,C00954,Retired,37200,2026-09-10,
955,C00955,Permanent employment,43800,2026-09-10,
956,C00956,Permanent employment,39900,2026-09-10,
957,C00957,Self-employed,52900,2026-09-10,
958,C00958,Permanent employment,31100,2026-09-10,
959,C00959,Permanent employment,44800,2026-09-10,
960,C00960,Permanent employment,43000,2026-09-10,
961,C00961,Unemployed,14300,2026-09-10,
962,C00962,Permanent employment,38300,2026-09-10,
963,C00963,Student,15100,2026-09-10,
964,C00964,Permanent employment,40600,2026-09-10,
965,C00965,Permanent employment,36600,2026-09-10,
966,C00966,Permanent employment,26400,2026-09-10,
967,C00967,Permanent employment,42300,2026-09-10,
968,C00968,Permanent employment,40000,2026-09-10,
969,C00969,Permanent employment,43400,2026-09-10,
970,C00970,Permanent employment,41600,2026-09-10,
971,C00971,Retired,21300,2026-09-10,
972,C00972,Retired,18100,2026-09-10,
973,C00973,Permanent employment,37800,2026-09-10,
974,C00974,Temporary/Probation/Freelance,22400,2026-09-10,
975,C00975,Unemployed,13200,2026-09-10,
976,C00976,Unemployed,9400,2026-09-10,
977,C00977,Self-employed,67600,2026-09-10,
978,C00978,Temporary/Probation/Freelance,29900,2026-09-10,
979,C00979,Permanent employment,34300,2026-09-10,
980,C00980,Permanent employment,46500,2026-09-10,
981,C00981,Permanent employment,38700,2026-09-10,
