customer_id,date_of_birth,region_id
C01075,1953-12-01,11
C01076,1991-08-25,12
C01077,1987-04-13,9
C01078,1962-06-18,19
C01079,2001-09-09,16
C01080,1951-10-16,3
C01081,1966-02-04,12
C01082,1995-09-05,20
C01083,1987-02-17,19
C01084,1960-12-05,18
C01085,1956-07-09,12
C01086,1972-03-29,8
C01087,1977-01-06,10
C01088,1995-11-09,12
C01089,1950-11-18,19
C01090,1991-09-12,14
C01091,1947-06-02,11
C01092,1964-11-21,15
C01093,1975-04-11,11
C01094,1979-09-29,15
C01095,1998-10-27,3
C01096,1995-10-27,10
C01097,1999-06-10,1
C01098,2000-05-31,12
C01099,1968-04-27,8
C01100,1987-09-01,19
C01101,2004-01-25,18
C01102,1952-03-21,11
C01103,1952-10-06,5
C01104,1959-08-03,18
C01105,1959-04-26,20
C01106,1995-09-15,19
C01107,1987-02-04,20
C01108,1966-03-16,11
C01109,1965-07-27,12
C01110,1998-12-20,12
C01111,1947-05-27,10
C01112,1996-11-22,12
C01113,1994-03-03,8
C01114,1978-06-12,17
C01115,1972-01-20,12
C01116,1980-04-13,18
C01117,1998-05-25,20
C01118,1960-02-06,10
C01119,1988-11-01,13
C01120,1998-04-12,21
C01121,1958-03-21,4
C01122,1952-07-13,12
C01123,1952-12-03,11
C01124,1951-09-17,19
C01125,1965-09-30,14
C01126,1973-02-21,6
C01127,1997-11-10,19
C01128,1983-02-06,12
C01129,1983-06-30,12
C01130,1995-12-14,12
C01131,1967-08-10,14
C01132,1979-02-01,19
C01133,1997-04-29,12
C01134,1999-02-13,7
C01135,1967-08-08,4
C01136,2002-01-18,11
C01137,1959-12-26,14
C01138,1972-09-19,16
C01139,1975-02-13,14
C01140,1975-09-21,4
C01141,1957-03-24,19
C01142,1988-01-09,19
C01143,1963-11-17,19
C01144,1979-12-26,11
C01145,1984-01-27,20
C01146,1961-03-20,18
C01147,1952-05-28,7
C01148,1971-03-24,8
C01149,1959-05-06,4
C01150,1956-11-16,11
C01151,1966-04-06,2
C01152,1958-07-30,19
C01153,1965-05-03,5
C01154,1965-01-02,12
C01155,1980-03-14,13
C01156,1970-01-29,11
C01157,1999-11-01,5
C01158,1946-09-29,19
C01159,1947-10-31,19
C01160,2005-07-16,19
C01161,1949-05-01,18
C01162,1993-01-12,13
C01163,1986-11-16,19
C01164,1964-03-11,12
C01165,1996-09-14,11
C01166,1948-11-01,14
C01167,1951-01-16,7
C01168,1977-09-03,7
C01169,2006-08-13,12
C01170,1986-02-27,11
C01171,1977-11-29,10
C01172,1947-01-17,13
C01173,1969-01-04,19
C01174,1995-10-10,11
C01175,1969-09-28,21
C01176,1974-03-26,12
C01177,1971-05-19,12
C01178,1993-03-05,15
C01179,1963-09-26,13
C01180,1981-08-25,12
C01181,1952-05-16,21
C01182,1983-01-14,5
C01183,1970-08-20,19
C01184,1958-10-15,9
C01185,2000-01-11,11
C01186,1949-07-01,11
C01187,1964-02-13,12
C01188,2005-01-22,9
C01189,1982-06-18,5
C01190,1970-08-01,11
C01191,2006-06-11,19
C01192,1975-05-04,19
C01193,1990-05-21,13
C01194,1971-12-02,14
C01195,2002-01-04,11
C01196,1957-08-04,19
C01197,1958-11-27,12
C01198,1959-07-30,6
C01199,1969-02-10,11
C01200,1996-03-21,21
C01201,1968-06-27,19
C01202,2002-06-10,12
C01203,2004-06-10,11
C01204,1990-04-08,11
C01205,1979-02-01,12
C01206,1967-10-09,18
C01207,1965-10-30,15
C01208,1988-06-13,12
C01209,1984-07-05,7
C01210,1959-01-13,12
C01211,1989-03-13,18
C01212,1979-07-23,21
C01213,1994-03-28,1
C01214,1958-02-07,21
C01215,1970-10-08,21
C01216,2000-03-11,19
C01217,1992-02-26,19
C01218,1969-12-30,11
C01219,1969-05-24,19
C01220,1986-01-02,11
C01221,1953-11-11,12
C01222,2000-10-17,12
C01223,1982-11-24,9
C01224,1961-04-17,19
C01225,1982-05-27,4
C01226,1970-04-14,12
C01227,1988-10-27,7
C01228,1984-10-24,12
C01229,1952-09-23,20
C01230,1989-03-25,18
C01231,1954-08-12,12
C01232,1992-09-22,19
C01233,1992-09-10,19
C01234,2002-10-23,12
C01235,1968-09-07,1
C01236,1987-12-18,19
C01237,1956-03-22,12
C01238,1978-08-08,8
C01239,1956-12-20,12
C01240,1993-05-16,11
C01241,1950-07-19,18
C01242,1965-07-03,11
C01243,1964-03-18,12
C01244,1957-03-26,12
C01245,1966-09-19,5
C01246,1965-05-12,21
C01247,1993-10-29,11
C01248,2006-04-22,12
C01249,1946-11-06,19
C01250,1979-12-28,18
C01251,1959-08-23,4
C01252,1979-11-27,21
C01253,1992-04-20,19
C01254,1994-12-09,13
C01255,1970-08-09,19
C01256,1989-10-17,12
C01257,2000-01-09,19
C01258,1978-03-11,1
C01259,2006-09-10,18
C01260,1980-07-29,19
C01261,1989-03-25,7
C01262,1955-04-15,4
C01263,1982-06-04,13
C01264,1980-11-10,16
C01265,2004-07-03,19
C01266,2004-05-09,10
C01267,1987-12-10,12
C01268,1978-03-25,13
C01269,1974-10-13,19
C01270,1989-05-13,17
C01271,1963-12-23,12
C01272,1953-09-23,12
C01273,1964-09-15,14
C01274,2004-10-21,18
C01275,1977-06-28,19
C01276,1995-10-21,21
C01277,1991-12-12,12
C01278,1957-10-26,11
C01279,1991-12-09,14
C01280,1977-05-02,19
C01281,1972-09-17,11
C01282,1965-06-17,19
C01283,1979-12-17,18
C01284,2004-05-15,11
C01285,1990-11-26,21
C01286,1980-03-20,19
C01287,1998-09-25,14
C01288,1989-12-08,4
C01289,2004-02-06,12
C01290,2003-11-10,18
C01291,1981-10-03,12
C01292,1993-06-15,12
C01293,1977-12-15,7
C01294,1962-11-05,16
C01295,1950-12-15,10
C01296,1998-09-21,12
C01297,2001-02-25,12
C01298,1996-11-30,7
C01299,1962-04-01,21
C01300,1962-05-27,19
C01301,2005-07-31,11
C01302,1957-10-18,15
C01303,2004-10-17,19
C01304,1980-02-05,11
C01305,1969-01-31,20
C01306,1957-06-14,12
C01307,1968-08-06,12
C01308,1960-04-30,19
C01309,1982-06-03,14
C01310,1960-03-30,12
C01311,1995-10-26,4
C01312,1955-07-21,19
C01313,1971-10-18,11
C01314,1956-02-16,19
C01315,1975-01-14,21
C01316,1971-07-15,16
C01317,1976-06-17,12
C01318,1969-05-16,19
C01319,2001-04-16,19
C01320,2002-10-28,11
C01321,1992-01-05,19
C01322,1994-07-14,17
C01323,1952-04-16,19
C01324,1997-10-06,21
C01325,1957-09-19,11
C01326,1982-02-16,4
C01327,1997-10-07,11
C01328,1965-11-17,19
C01329,1963-01-24,11
C01330,1976-11-07,12
C01331,1971-12-23,12
C01332,1964-03-11,16
C01333,1994-05-26,19
C01334,1958-05-02,12
C01335,1947-06-21,18
C01336,1961-11-19,11
C01337,1993-01-05,19
C01338,1962-10-25,12
C01339,2002-07-22,4
C01340,2002-09-01,5
C01341,1999-05-13,19
C01342,1974-05-07,12
C01343,1953-08-10,21
C01344,1968-04-09,14
C01345,1963-04-12,6
C01346,1982-12-28,12
C01347,1985-04-06,19
C01348,1984-04-26,12
C01349,1946-10-23,12
C01350,2003-12-28,21
C01351,1947-03-23,15
C01352,1977-01-31,15
C01353,1989-04-05,16
C01354,1964-11-20,17
C01355,1975-11-17,12
C01356,1951-06-11,20
C01357,1959-06-26,11
C01358,1982-10-17,2
C01359,1991-08-29,12
C01360,1971-12-03,20
C01361,1959-06-17,12
C01362,1992-08-18,21
C01363,1964-12-24,12
C01364,1969-04-24,12
C01365,1969-09-05,11
C01366,1999-11-21,20
C01367,1963-01-23,19
C01368,1950-11-18,14
C01369,1998-03-26,12
C01370,1991-10-12,9
C01371,1949-07-09,2
C01372,1996-02-03,12
C01373,1960-01-01,11
C01374,1972-10-22,12
C01375,1995-04-27,11
C01376,1952-03-16,12
C01377,1987-06-05,12
C01378,1975-08-03,12
C01379,1987-11-17,14
C01380,1972-02-17,13
C01381,1995-05-20,19
C01382,1990-06-23,12
C01383,1955-02-06,12
C01384,1997-12-03,12
C01385,1968-02-17,2
C01386,1991-05-02,19
C01387,1968-11-17,19
C01388,1996-12-20,7
C01389,1957-04-13,12
C01390,1980-07-18,12
C01391,1997-09-28,11
C01392,2006-07-04,11
C01393,1993-07-05,4
C01394,1980-11-05,2
C01395,1986-08-22,3
C01396,1955-07-11,3
C01397,1988-10-02,12
C01398,2001-02-02,14
C01399,1975-04-27,17
C01400,1969-03-14,12
C01401,1992-02-29,16
C01402,1995-11-08,11
C01403,2001-09-30,11
C01404,1966-08-10,12
C01405,1968-07-31,19
C01406,1975-10-11,11
C01407,1950-10-11,7
C01408,1951-10-14,14
C01409,1977-10-17,12
C01410,1947-09-02,11
C01411,1993-11-15,21
C01412,1993-05-24,19
C01413,1990-05-07,19
C01414,2006-03-07,21
C01415,1972-11-21,19
C01416,1949-09-29,14
C01417,2002-03-13,19
C01418,2001-08-17,12
C01419,1976-01-02,12
C01420,1946-11-13,14
C01421,1984-01-04,19
C01422,1981-09-06,12
C01423,2005-07-17,12
C01424,2001-03-31,7
C01425,1957-04-16,12
C01426,1960-01-09,19
C01427,2005-06-20,11
C01428,1951-09-14,4
C01429,1967-10-02,12
C01430,1960-10-04,14
C01431,1975-06-05,19
C01432,1974-08-09,19
C01433,1976-11-02,14
C01434,1969-12-07,5
C01435,1993-10-09,15
C01436,2006-07-21,12
C01437,1985-06-24,19
C01438,1971-01-19,14
C01439,1996-09-01,6
C01440,1966-03-08,11
C01441,1947-01-25,12
C01442,1997-07-18,8
C01443,1970-04-05,16
C01444,1990-03-01,19
C01445,1953-02-21,13
C01446,1997-01-29,11
C01447,1966-12-21,5
C01448,1955-08-27,12
C01449,1956-07-30,12
C01450,1970-01-25,11
C01451,1981-05-12,8
C01452,1976-09-11,12
C01453,1958-05-14,19
C01454,1979-04-06,11
C01455,2005-03-05,21
C01456,1952-08-10,12
C01457,1969-10-18,5
C01458,1968-06-09,19
C01459,2000-06-12,19
C01460,1968-07-26,12
C01461,1988-10-17,5
C01462,1963-03-09,4
C01463,1995-07-12,7
C01464,1969-02-24,12
C01465,1949-05-28,19
C01466,2006-02-17,12
C01467,1949-05-31,14
C01468,1985-04-18,12
C01469,1956-06-13,14
C01470,1968-01-05,8
C01471,1976-11-13,12
C01472,1964-07-16,2
C01473,1958-10-03,11
C01474,1989-10-06,5
C01475,1989-03-24,7
C01476,1964-10-01,19
C01477,1953-12-13,1
C01478,1970-11-21,19
C01479,1948-11-07,20
C01480,1985-07-31,19
C01481,1953-03-25,11
C01482,1999-07-14,15
C01483,1979-02-01,11
C01484,2003-05-16,12
C01485,1983-10-12,12
C01486,1986-11-11,6
C01487,1988-10-19,12
C01488,1967-09-14,20
C01489,1988-01-05,14
C01490,1984-08-20,1
C01491,1996-02-13,19
C01492,1985-06-04,12
C01493,1992-09-22,19
C01494,2004-04-08,19
C01495,1979-06-18,11
C01496,1969-02-22,11
C01497,1971-11-26,12
C01498,1979-12-28,1
C01499,1991-07-24,12
C01500,1950-11-03,21
C01501,1972-05-17,4
C01502,1981-06-11,11
C01503,2003-06-05,19
C01504,1988-10-10,11
C01505,1987-03-22,12
C01506,1983-02-27,5
C01507,1973-11-07,19
C01508,1973-05-19,12
C01509,1977-01-02,20
C01510,1964-07-07,11
C01511,1957-11-22,12
C01512,1967-07-18,11
C01513,1947-02-13,9
C01514,2003-01-26,13
C01515,1999-06-11,19
C01516,2001-09-21,4
C01517,1969-07-27,19
C01518,1956-11-27,18
C01519,1997-03-01,4
C01520,1955-12-14,4
C01521,2006-03-08,12
C01522,1961-01-15,11
C01523,1982-09-06,12
C01524,1996-07-19,11
C01525,1980-10-09,17
C01526,1996-03-18,12
C01527,1990-02-19,19
C01528,1983-11-27,19
C01529,1950-11-01,12
C01530,1978-12-03,14
C01531,1981-12-14,11
C01532,1975-09-26,12
C01533,1966-03-24,5
C01534,1988-02-29,11
C01535,1987-08-04,11
C01536,1999-12-06,12
C01537,1992-07-28,11
C01538,1961-11-10,12
C01539,1994-01-13,2
C01540,1972-06-05,21
C01541,1965-01-16,18
C01542,1991-12-29,19
C01543,1976-07-08,19
C01544,1994-12-31,21
C01545,1950-07-23,12
C01546,1981-05-07,8
C01547,1947-11-28,12
C01548,1977-07-31,17
C01549,2006-05-21,9
C01550,1969-10-14,10
C01551,1952-10-29,19
C01552,1978-11-13,12
C01553,1956-05-17,19
C01554,1946-09-17,14
C01555,1995-03-26,14
C01556,1993-02-03,14
C01557,1977-06-17,17
C01558,1988-01-29,11
C01559,1951-08-09,19
C01560,1950-04-22,13
C01561,1990-05-15,11
C01562,1999-03-29,7
C01563,1967-07-25,21
C01564,1990-07-20,14
C01565,1949-05-02,8
C01566,1987-12-29,19
C01567,1971-05-18,12
C01568,1997-09-17,16
C01569,1965-02-01,12
C01570,1979-06-14,11
C01571,1972-06-23,12
C01572,1994-04-08,12
C01573,1966-01-09,17
C01574,1956-03-27,20
C01575,2001-07-13,19
C01576,1997-05-07,2
C01577,2004-05-22,15
C01578,1961-11-11,19
C01579,1980-11-21,18
C01580,1974-04-23,9
C01581,1995-04-13,11
C01582,1985-03-27,19
C01583,1971-09-19,12
C01584,1971-10-26,18
C01585,1952-02-15,12
C01586,1997-10-28,2
C01587,1966-01-21,21
C01588,1983-07-05,21
C01589,1989-07-01,12
C01590,1962-10-12,2
C01591,1968-05-10,12
C01592,1956-12-29,19
C01593,1995-02-10,19
C01594,1995-12-28,13
C01595,1961-11-07,10
C01596,1974-06-17,12
C01597,1984-04-05,5
C01598,2004-07-21,11
C01599,1992-08-11,14
C01600,1955-10-29,12
C01601,1995-03-25,19
C01602,1982-12-23,17
C01603,1992-07-28,12
C01604,1981-12-21,12
C01605,2003-05-28,10
C01606,1978-07-26,12
C01607,2001-11-27,11
C01608,1954-05-07,11
C01609,2000-10-23,14
C01610,1975-09-17,19
C01611,1947-03-12,6
C01612,1968-04-01,11
C01613,1976-10-19,19
C01614,1986-09-17,19
C01615,1990-07-13,11
C01616,1964-02-24,12
C01617,1947-04-04,19
C01618,1969-11-24,7
C01619,1977-11-26,12
C01620,1966-12-31,6
C01621,1980-11-27,19
C01622,2004-09-13,16
C01623,1977-08-23,14
C01624,1947-01-12,18
C01625,1995-09-13,5
C01626,1963-12-31,10
C01627,1992-11-24,6
C01628,1975-12-12,16
C01629,1996-12-02,16
C01630,1978-06-13,12
C01631,1970-04-29,19
C01632,1989-10-09,14
C01633,1965-01-09,19
C01634,1957-04-13,10
C01635,1955-08-29,12
C01636,2001-05-24,11
C01637,1991-08-10,19
C01638,1996-09-22,14
C01639,1960-01-29,12
C01640,1954-08-17,12
C01641,1979-08-15,12
C01642,1960-11-04,19
C01643,1980-08-23,11
C01644,1962-05-10,12
C01645,1991-12-21,16
C01646,1964-10-07,19
C01647,1995-09-23,11
C01648,1950-02-10,14
C01649,1964-01-05,19
C01650,1965-08-30,7
C01651,2005-04-08,19
C01652,1984-06-18,19
C01653,1989-04-20,12
C01654,1985-12-11,4
C01655,1994-12-06,11
C01656,1947-02-21,9
C01657,1971-11-02,16
C01658,1991-08-14,1
C01659,1991-01-12,19
C01660,1985-07-09,19
C01661,1979-03-22,12
C01662,1978-11-11,10
C01663,1947-07-10,11
C01664,1977-06-30,9
C01665,1947-07-28,17
C01666,1950-12-08,11
C01667,1996-07-20,19
C01668,1960-01-06,18
C01669,1999-03-05,14
C01670,1956-01-31,12
C01671,1988-10-25,12
C01672,1947-12-24,4
C01673,1957-03-25,12
C01674,1953-03-11,21
C01675,1969-04-02,13
C01676,1986-01-09,21
C01677,1996-09-30,19
C01678,1987-03-10,16
C01679,1996-05-13,21
C01680,1965-09-16,8
C01681,1991-08-03,19
C01682,1950-09-25,1
C01683,1962-10-14,17
C01684,1957-06-02,11
C01685,2000-12-25,7
C01686,1953-09-14,16
C01687,1954-11-17,3
C01688,1975-03-24,12
C01689,1977-06-29,12
C01690,1971-01-13,10
C01691,1993-06-09,19
C01692,1973-01-21,8
C01693,1984-01-01,20
C01694,1997-07-30,11
C01695,1989-08-20,21
C01696,2005-09-19,19
C01697,2004-03-16,19
C01698,1995-02-23,11
C01699,1948-01-23,12
C01700,1978-01-25,12
C01701,1954-09-12,15
C01702,1986-12-21,20
C01703,1986-02-06,19
C01704,1975-04-03,18
C01705,1982-04-11,19
C01706,1994-09-19,4
C01707,1965-04-21,12
C01708,1995-01-06,9
C01709,1975-08-02,11
C01710,1969-08-31,13
C01711,1999-02-20,19
C01712,2005-06-14,4
C01713,1969-09-15,8
C01714,1979-01-22,6
C01715,2003-05-25,11
C01716,1956-02-19,11
C01717,2002-01-06,5
C01718,1963-10-05,14
C01719,1952-05-26,9
C01720,1991-10-04,11
C01721,1994-11-14,6
C01722,1998-01-24,19
C01723,1990-06-26,21
C01724,2000-09-04,12
C01725,1968-09-10,10
C01726,2004-07-12,11
C01727,1976-04-14,6
C01728,1957-04-02,11
C01729,1957-07-05,5
C01730,1980-04-09,19
C01731,1984-01-27,21
C01732,1967-08-21,19
C01733,1980-05-19,11
C01734,1985-03-25,19
C01735,1993-03-14,18
C01736,1953-07-29,12
C01737,1981-01-01,19
C01738,1995-08-29,12
C01739,1983-03-04,12
C01740,1985-12-14,19
C01741,1961-07-27,12
C01742,1970-04-07,5
C01743,1968-09-08,12
C01744,2003-01-28,21
C01745,1990-09-06,12
C01746,1974-07-30,14
C01747,2005-05-02,20
C01748,1999-06-30,19
C01749,1967-10-23,6
C01750,1993-04-24,12
C01751,1972-08-05,15
C01752,2001-06-06,19
C01753,2003-07-13,14
C01754,1997-07-16,19
C01755,1954-12-14,19
C01756,1954-02-18,11
C01757,1947-03-17,19
C01758,1977-03-17,11
C01759,1994-07-18,21
C01760,1972-06-09,11
C01761,1974-05-05,4
C01762,1953-08-15,9
C01763,2000-05-05,8
C01764,1978-10-03,5
C01765,2000-11-02,19
C01766,1987-10-23,19
C01767,1966-12-05,12
C01768,1980-09-15,19
C01769,1984-08-07,11
C01770,1990-04-30,11
C01771,1981-02-16,11
C01772,1970-03-21,19
C01773,1946-10-19,20
C01774,1948-10-01,19
C01775,1967-07-18,11
C01776,1983-07-28,7
C01777,1962-11-13,12
C01778,1990-03-25,16
C01779,1999-11-05,11
C01780,1959-09-07,11
C01781,2004-05-14,19
C01782,1959-07-29,12
C01783,1981-06-18,18
C01784,1966-03-14,15
C01785,1969-01-26,19
C01786,1961-02-25,12
C01787,1967-11-08,11
C01788,1981-06-07,12
C01789,2005-12-20,11
C01790,1980-09-08,19
C01791,1992-07-24,12
C01792,1964-02-06,19
C01793,1979-10-13,11
C01794,1970-07-27,20
C01795,2004-07-15,11
C01796,1991-09-20,21
C01797,1961-12-15,21
C01798,2003-05-22,4
C01799,2003-06-06,11
C01800,2004-08-20,8
C01801,1958-07-04,12
C01802,1969-02-15,7
C01803,1991-04-12,18
C01804,1989-08-04,19
C01805,1983-08-06,12
C01806,1966-12-29,8
C01807,1966-02-08,12
C01808,1997-05-17,16
C01809,2001-01-26,5
C01810,1991-10-02,19
C01811,1970-12-20,19
C01812,1968-08-08,2
C01813,1988-10-12,6
C01814,2004-08-15,12
C01815,1993-09-28,16
C01816,1950-07-16,2
C01817,1985-02-11,9
C01818,1965-01-10,18
C01819,1963-09-20,19
C01820,1982-08-19,15
C01821,1994-11-15,12
C01822,1991-12-04,19
C01823,1980-07-18,12
C01824,1968-07-19,18
C01825,1966-03-07,16
C01826,1979-02-14,19
C01827,2004-04-28,11
C01828,1947-04-21,19
C01829,1955-12-07,21
C01830,1990-12-31,19
C01831,1947-09-24,19
C01832,1981-09-05,12
C01833,1977-03-21,12
C01834,1971-08-26,19
C01835,1952-08-16,1
C01836,1964-02-03,4
C01837,2000-08-05,21
C01838,1985-10-05,12
C01839,1952-01-20,19
C01840,1992-02-09,19
C01841,1987-07-14,11
C01842,1982-07-28,19
C01843,1987-09-20,11
C01844,1980-10-03,19
C01845,1947-12-23,12
C01846,1998-10-13,7
C01847,1998-07-01,12
C01848,2000-01-27,12
C01849,1949-11-21,12
C01850,1969-12-24,12
C01851,1990-05-18,16
C01852,1951-03-31,13
C01853,1960-09-29,12
C01854,1952-06-07,18
C01855,1960-08-14,8
C01856,1995-11-24,8
C01857,1969-01-03,1
C01858,1971-10-30,8
C01859,1957-07-06,21
C01860,1970-12-28,13
C01861,1964-01-10,2
C01862,1968-02-07,12
C01863,1993-05-13,12
C01864,1978-06-26,11
C01865,1948-03-04,21
C01866,1947-02-02,8
C01867,2005-07-17,20
C01868,1998-12-04,4
C01869,1996-10-16,15
C01870,1962-08-28,14
C01871,1946-12-15,10
C01872,1996-07-28,7
C01873,1975-06-26,12
C01874,1958-07-15,11
C01875,1964-09-20,19
C01876,1972-01-28,12
C01877,1978-12-12,19
C01878,1974-12-27,18
C01879,1988-09-10,14
C01880,1974-06-06,19
C01881,1962-11-22,9
C01882,1955-06-07,8
C01883,1963-12-13,13
C01884,1963-11-10,19
C01885,2000-07-24,7
C01886,1973-08-19,20
C01887,2004-01-19,16
C01888,1997-11-05,17
C01889,1966-11-19,12
C01890,1952-06-20,12
C01891,1997-07-31,1
C01892,1985-08-14,19
C01893,1947-12-21,10
C01894,1993-06-25,15
C01895,1975-03-25,5
C01896,1963-05-26,12
C01897,1978-05-24,20
C01898,1991-11-03,12
C01899,1982-03-14,12
C01900,1968-08-11,18
C01901,1976-03-28,11
C01902,2005-11-30,12
C01903,1971-03-23,9
C01904,2005-12-24,12
C01905,1963-12-23,19
C01906,1995-04-26,13
C01907,1952-11-21,2
C01908,1989-04-19,7
C01909,1982-08-21,11
C01910,1996-10-06,12
C01911,1988-11-14,13
C01912,1946-09-25,19
C01913,1957-06-21,19
C01914,1982-02-05,14
C01915,1991-05-19,11
C01916,1968-08-29,20
C01917,1956-06-03,7
C01918,1980-05-20,12
C01919,1984-10-15,1
C01920,1984-04-08,5
C01921,1970-09-30,12
C01922,2001-11-23,7
C01923,1977-10-04,5
C01924,1987-12-07,16
C01925,1966-10-01,8
C01926,1998-01-25,12
C01927,1973-07-27,11
C01928,1975-07-15,13
C01929,1969-12-27,12
C01930,2005-12-08,5
C01931,1973-06-09,17
C01932,1980-11-07,18
C01933,1976-03-21,12
C01934,1979-10-26,19
C01935,1967-11-22,12
C01936,1955-09-11,13
C01937,1987-05-24,17
C01938,1951-05-19,4
C01939,1976-08-04,12
C01940,2004-07-25,12
C01941,2002-01-25,13
C01942,1990-04-11,5
C01943,1965-07-10,2
C01944,1969-02-25,12
C01945,1971-02-27,8
C01946,1974-01-27,14
C01947,1984-02-21,12
C01948,1998-12-10,15
C01949,1984-09-20,20
C01950,1982-11-26,12
C01951,1994-05-22,12
C01952,1998-09-27,12
C01953,1980-04-19,11
C01954,1962-07-18,14
C01955,1954-10-27,11
C01956,1954-11-13,9
C01957,1963-07-18,12
C01958,1987-02-02,19
C01959,1968-07-07,12
C01960,1963-10-08,15
C01961,1998-03-28,11
C01962,1988-02-09,20
C01963,1950-07-09,12
C01964,1989-12-15,19
C01965,1980-12-15,12
C01966,1978-09-05,6
C01967,1995-01-21,19
C01968,1983-07-01,21
C01969,1982-12-26,21
C01970,2002-09-28,2
C01971,2005-08-04,4
C01972,1947-08-16,4
C01973,1990-09-15,20
C01974,1977-02-22,20
C01975,1985-01-08,11
C01976,1948-09-28,12
C01977,1995-09-07,12
C01978,1982-03-05,19
C01979,1956-01-16,8
C01980,1951-03-13,11
C01981,1992-03-18,12
C01982,1957-10-14,19
C01983,1979-03-26,14
C01984,1972-12-10,11
C01985,1992-03-07,11
C01986,1997-10-16,12
C01987,1963-11-29,2
C01988,1981-01-27,11
C01989,1985-07-22,2
C01990,1966-08-21,14
C01991,1971-06-18,12
C01992,1998-02-04,12
C01993,1976-11-17,12
C01994,1994-08-01,12
C01995,1968-01-05,12
C01996,1969-03-26,4
C01997,1960-07-23,4
C01998,2003-01-26,17
C01999,2003-10-01,16
C02000,1982-03-02,11
C02001,1987-10-07,11
C02002,1991-11-19,12
C02003,1957-02-17,12
C02004,1994-10-06,19
C02005,1983-08-31,18
C02006,1970-03-16,15
C02007,1976-12-22,20
C02008,1961-10-05,13
C02009,2006-04-22,11
C02010,1978-11-09,11
C02011,2006-01-05,10
C02012,2005-04-19,6
C02013,1947-11-24,5
C02014,1996-08-17,12
C02015,1976-09-20,14
C02016,1991-06-29,7
C02017,1991-01-13,2
C02018,1951-05-19,12
C02019,2003-04-03,12
C02020,1967-12-15,7
C02021,1947-02-03,17
C02022,1976-03-03,11
C02023,1956-08-11,19
C02024,2005-05-08,9
C02025,1986-04-01,12
C02026,2001-01-18,12
C02027,1962-04-25,15
C02028,1953-02-08,4
C02029,1995-05-18,11
C02030,1965-04-03,7
C02031,1995-05-25,20
C02032,1980-05-13,19
C02033,1979-11-24,12
C02034,1956-07-21,7
C02035,1975-06-28,19
C02036,1989-07-05,11
C02037,1998-03-11,10
C02038,1999-09-05,2
C02039,1995-03-18,12
C02040,1994-10-03,19
C02041,1957-12-18,21
C02042,1974-11-12,19
C02043,1977-05-20,19
C02044,2000-12-05,11
C02045,1952-04-25,18
C02046,1968-07-21,19
C02047,2002-08-07,4
C02048,1970-08-04,13
C02049,1980-02-02,7
C02050,2001-07-17,19
C02051,1979-09-20,16
C02052,1972-07-30,7
C02053,1993-12-28,12
C02054,1950-09-28,11
C02055,1954-07-31,11
C02056,1964-07-13,15
C02057,1981-05-09,19
C02058,1991-06-12,16
C02059,1962-02-13,15
C02060,1978-08-03,13
C02061,2001-11-28,19
C02062,1979-09-14,19
C02063,1949-08-01,10
C02064,1979-01-19,12
C02065,2005-06-09,12
C02066,1968-05-24,12
C02067,2000-03-22,5
C02068,1994-09-13,12
C02069,1997-09-18,19
C02070,1983-11-26,15
C02071,1964-07-16,1
C02072,1975-09-09,11
C02073,1992-04-18,4
C02074,1952-11-14,11
C02075,1957-10-25,12
C02076,1955-07-29,21
C02077,1992-06-15,11
C02078,1972-01-23,12
C02079,1946-09-14,19
C02080,1971-08-03,10
C02081,2003-09-01,19
C02082,2005-02-05,7
C02083,1973-07-17,21
C02084,1957-04-26,17
C02085,1979-01-16,2
C02086,1977-09-19,11
C02087,1996-08-06,7
C02088,1962-04-04,19
C02089,1960-09-24,21
C02090,1985-07-25,12
C02091,1964-02-03,21
C02092,1955-01-15,1
C02093,1995-08-30,14
C02094,1973-04-21,12
C02095,1988-03-13,12
C02096,1964-11-04,19
C02097,1973-01-19,19
C02098,1966-09-28,12
C02099,1960-07-01,6
C02100,1986-11-21,8
C02101,1958-05-06,12
C02102,1974-04-30,12
C02103,1997-06-21,19
C02104,1963-04-21,12
C02105,1962-11-23,12
C02106,1989-01-24,19
C02107,1948-11-07,11
C02108,1951-10-09,19
C02109,1985-10-17,19
C02110,1955-12-06,16
C02111,1998-08-17,12
C02112,1992-03-13,12
C02113,1998-10-12,10
C02114,1960-09-12,19
C02115,1965-01-19,19
C02116,1997-06-26,12
C02117,1982-05-14,12
C02118,1974-12-15,12
C02119,2000-11-27,3
C02120,1954-02-06,12
C02121,1959-09-04,11
C02122,1975-05-21,11
C02123,1950-03-10,12
C02124,1989-02-14,12
C02125,1947-10-08,7
C02126,1969-07-25,12
C02127,1961-12-20,12
C02128,1992-12-06,12
C02129,1949-09-06,1
C02130,1989-12-17,19
C02131,1998-05-18,12
C02132,2004-06-30,19
C02133,1972-04-30,18
C02134,1972-01-20,19
C02135,1964-12-01,12
C02136,1955-02-21,1
C02137,2001-12-26,19
C02138,1968-10-05,10
C02139,2000-05-04,16
C02140,1947-06-27,9
C02141,1947-02-24,19
C02142,1977-12-08,4
C02143,1967-10-25,20
C02144,1984-05-12,11
C02145,1974-05-24,14
C02146,1948-10-19,12
C02147,1976-11-08,11
C02148,1986-07-19,19
C02149,1973-11-15,16
