loan_id,customer_id,loan_type,original_amount,current_balance,interest_rate,monthly_payment,late_payments,default_flag
L000443,C00289,Personal Loan,244000,150000,6.93,6980,1,0
L000444,C00290,Credit Card,10000,8200,23.69,500,0,0
L000445,C00290,Car Loan,138000,49400,9.36,4700,1,0
L000446,C00291,Credit Card,5000,1400,16.7,250,1,0
L000447,C00292,Credit Card,8000,3600,19.57,400,1,0
L000448,C00293,Mortgage,1011000,617300,3.03,4350,0,0
L000449,C00294,Mortgage,2570000,1568000,3.19,12490,0,0
L000450,C00295,Credit Card,79000,17600,15.81,3950,0,0
L000451,C00296,Personal Loan,94000,50800,9.8,1030,0,0
L000452,C00296,Credit Card,19000,15300,22.02,950,1,0
L000453,C00296,Mortgage,1316000,1134900,3.6,6880,0,0
L000454,C00297,Mortgage,1269000,1023600,2.73,6380,0,0
L000455,C00298,Credit Card,58000,28100,15.81,2900,0,0
L000456,C00299,Mortgage,999000,611900,3.26,3760,3,0
L000457,C00299,Car Loan,87000,38000,8.34,1200,0,0
L000458,C00300,Car Loan,50000,32700,7.31,880,1,0
L000459,C00301,Credit Card,5000,2000,16.82,250,0,0
L000460,C00302,Mortgage,2508000,2086000,3.7,13110,1,0
L000461,C00303,Credit Card,14000,1300,16.1,700,0,0
L000462,C00303,Mortgage,1727000,1163900,3.02,7680,0,0
L000463,C00304,Personal Loan,56000,46500,8.79,820,0,0
L000464,C00305,Mortgage,1081000,707600,3.15,4270,2,0
L000465,C00306,Mortgage,899000,490800,2.45,3960,1,0
L000466,C00306,Credit Card,25000,17500,19.77,1250,0,0
L000467,C00307,Mortgage,1482000,1063200,3.02,6910,0,0
L000468,C00307,Personal Loan,59000,39200,8.98,1790,0,0
L000469,C00307,Credit Card,30000,4500,19.5,1500,0,0
L000470,C00307,Car Loan,132000,81500,7.03,5050,0,0
L000471,C00308,Mortgage,1274000,763900,2.53,5060,0,0
L000472,C00309,Credit Card,39000,8700,14.07,1950,0,0
L000473,C00310,Credit Card,42000,13300,19.95,2100,0,0
L000474,C00311,Mortgage,1401000,1312100,2.9,5930,0,0
L000475,C00311,Credit Card,17000,6800,21.11,850,0,0
L000476,C00312,Credit Card,20000,10300,17.79,1000,0,0
L000477,C00313,Car Loan,66000,39300,5.52,900,0,0
L000478,C00314,Credit Card,16000,8100,19.13,800,0,0
L000479,C00315,Mortgage,1352000,1124400,2.87,6740,2,0
L000480,C00315,Credit Card,10000,6400,16.89,500,0,0
L000481,C00315,Personal Loan,225000,200200,7.29,4290,0,0
L000482,C00315,Car Loan,260000,197600,5.43,6650,0,0
L000483,C00316,Credit Card,26000,18300,16.9,1300,0,0
L000484,C00316,Mortgage,1200000,595400,3.78,4940,0,0
L000485,C00317,Mortgage,998000,634900,3.13,3700,0,0
L000486,C00317,Credit Card,16000,13500,19.9,800,0,0
L000487,C00318,Credit Card,23000,14000,18.68,1150,0,0
L000488,C00318,Mortgage,1448000,1113500,2.69,6890,0,0
L000489,C00319,Mortgage,1273000,924200,3.17,5780,0,0
L000490,C00320,Mortgage,1760000,931800,2.95,7350,0,0
L000491,C00321,Mortgage,3298000,1486500,3.55,11560,0,0
L000492,C00322,Mortgage,2033000,1342300,3.48,9750,0,0
L000493,C00322,Credit Card,59000,21400,18.54,2950,0,0
L000494,C00323,Car Loan,351000,280000,7.05,6840,4,1
L000495,C00323,Mortgage,1890000,1733300,2.94,9150,1,0
L000496,C00323,Personal Loan,232000,111300,8.82,7860,0,0
L000497,C00324,Personal Loan,76000,45700,10.33,1360,0,0
L000498,C00324,Credit Card,37000,19400,16.22,1850,0,0
L000499,C00325,Personal Loan,140000,117000,6.45,5420,0,0
L000500,C00326,Personal Loan,66000,49400,11.59,1040,0,0
L000501,C00327,Mortgage,1153000,869400,3.25,5810,0,0
L000502,C00327,Credit Card,21000,7200,22.3,1050,1,0
L000503,C00327,Car Loan,231000,88300,7.33,3440,0,0
L000504,C00328,Car Loan,116000,59500,8.23,2140,0,0
L000505,C00328,Mortgage,859000,725100,2.4,3730,0,0
L000506,C00329,Mortgage,1589000,1116600,3.32,7880,0,0
L000507,C00330,Credit Card,42000,24400,15.82,2100,0,0
L000508,C00330,Personal Loan,235000,136400,9.88,3780,1,0
L000509,C00330,Mortgage,1954000,1474300,2.2,7970,1,0
L000510,C00331,Mortgage,1139000,781300,2.94,4350,0,0
L000511,C00331,Personal Loan,189000,40300,11.63,5980,0,0
L000512,C00332,Mortgage,1259000,1129800,2.69,5790,0,0
L000513,C00333,Personal Loan,229000,139800,11.44,3580,1,0
L000514,C00334,Credit Card,60000,44000,20.91,3000,0,0
L000515,C00334,Mortgage,1454000,739600,2.42,4930,0,0
L000516,C00335,Mortgage,790000,700500,3.21,4040,0,0
L000517,C00335,Car Loan,156000,40300,3.68,4550,0,0
L000518,C00336,Credit Card,12000,700,18.62,600,0,0
L000519,C00337,Mortgage,1662000,888600,2.81,5850,0,0
L000520,C00338,Mortgage,759000,363800,2.52,2950,0,0
L000521,C00338,Credit Card,23000,11000,16.9,1150,0,0
L000522,C00339,Car Loan,316000,89500,8.66,7810,0,0
L000523,C00340,Mortgage,1948000,1146100,2.95,7780,0,0
L000524,C00341,Credit Card,64000,45700,15.23,3200,0,0
L000525,C00341,Mortgage,2689000,2311600,3.24,13810,1,0
L000526,C00342,Credit Card,31000,13700,18.92,1550,1,0
L000527,C00343,Credit Card,7000,4300,19.47,350,0,0
L000528,C00344,Mortgage,807000,511200,2.87,3270,0,0
L000529,C00345,Personal Loan,332000,149900,7.09,4520,0,0
L000530,C00345,Credit Card,34000,12900,13.24,1700,0,0
L000531,C00345,Mortgage,1230000,946700,3.14,6110,1,0
L000532,C00346,Mortgage,1909000,1206000,2.98,7150,0,0
L000533,C00347,Mortgage,1859000,1338400,2.76,7950,2,0
L000534,C00348,Credit Card,17000,10300,18.31,850,0,0
L000535,C00349,Credit Card,32000,15300,16.82,1600,0,0
L000536,C00349,Mortgage,1201000,608600,2.44,4910,0,0
L000537,C00350,Mortgage,1674000,998200,3.73,7250,0,0
L000538,C00351,Credit Card,30000,5100,15.12,1500,0,0
L000539,C00352,Mortgage,674000,422700,2.44,2400,0,0
L000540,C00353,Credit Card,59000,17500,16.6,2950,0,0
L000541,C00353,Mortgage,1059000,680900,2.37,4650,0,0
L000542,C00354,Mortgage,1395000,1125600,3.58,6390,0,0
L000543,C00354,Personal Loan,114000,26800,5.03,1090,0,0
L000544,C00355,Car Loan,174000,85600,4.53,2550,0,0
L000545,C00356,Mortgage,671000,353600,3.45,2470,0,0
L000546,C00356,Credit Card,22000,13700,17.32,1100,0,0
L000547,C00357,Credit Card,5000,3300,16.47,250,0,0
L000548,C00358,Personal Loan,228000,203900,9.98,9780,0,0
L000549,C00359,Personal Loan,158000,38900,6.12,6600,0,0
L000550,C00360,Credit Card,22000,11100,19.23,1100,0,0
L000551,C00361,Mortgage,1996000,941400,3.83,7310,0,0
L000552,C00361,Credit Card,63000,31900,19.0,3150,0,0
L000553,C00361,Personal Loan,93000,23800,7.55,1000,0,0
L000554,C00362,Mortgage,1292000,947500,3.44,5550,2,0
L000555,C00363,Credit Card,49000,31700,16.45,2450,0,0
L000556,C00363,Personal Loan,281000,219300,6.95,4010,0,0
L000557,C00364,Mortgage,2127000,1990800,3.09,9000,0,0
L000558,C00364,Credit Card,63000,11700,18.83,3150,0,0
L000559,C00365,Mortgage,1475000,1244400,2.93,6900,0,0
L000560,C00365,Personal Loan,200000,81400,9.31,2230,0,0
L000561,C00366,Mortgage,1745000,948000,2.67,6550,0,0
L000562,C00367,Credit Card,33000,6700,16.98,1650,0,0
L000563,C00368,Mortgage,1502000,1300900,2.27,7260,0,0
L000564,C00369,Car Loan,92000,44000,7.37,2590,0,0
L000565,C00370,Credit Card,37000,15400,18.73,1850,0,0
L000566,C00371,Personal Loan,323000,241500,12.65,7010,0,0
L000567,C00372,Credit Card,38000,25300,20.16,1900,0,0
L000568,C00373,Mortgage,1209000,730000,2.56,4840,0,0
L000569,C00373,Credit Card,54000,38900,17.73,2700,0,0
L000570,C00374,Mortgage,2257000,1800300,2.95,9230,0,0
L000571,C00375,Credit Card,15000,10900,18.59,750,0,0
L000572,C00376,Personal Loan,363000,191100,10.07,8820,1,0
L000573,C00376,Mortgage,1165000,867900,3.29,5140,0,0
L000574,C00376,Car Loan,181000,62000,5.77,2450,1,0
L000575,C00377,Car Loan,124000,76700,6.77,1800,3,0
L000576,C00378,Personal Loan,93000,83000,9.44,1410,1,0
L000577,C00379,Credit Card,20000,6000,14.62,1000,0,0
L000578,C00380,Car Loan,203000,51000,7.18,3000,0,0
L000579,C00380,Personal Loan,94000,43100,11.89,1260,0,0
L000580,C00381,Credit Card,23000,1600,16.9,1150,2,0
L000581,C00382,Mortgage,1286000,1044300,3.13,6610,0,0
L000582,C00383,Mortgage,1749000,1538500,2.57,8570,0,0
L000583,C00384,Personal Loan,43000,12400,8.52,1180,0,0
L000584,C00385,Personal Loan,203000,176600,12.35,3390,2,0
L000585,C00386,Mortgage,996000,487600,2.73,3620,0,0
L000586,C00387,Personal Loan,259000,230000,10.88,4160,0,0
L000587,C00388,Personal Loan,180000,152600,9.31,2240,0,0
L000588,C00388,Credit Card,16000,5500,17.0,800,0,0
L000589,C00389,Personal Loan,182000,62700,9.36,5090,0,0
L000590,C00389,Mortgage,1408000,1016000,3.14,6320,0,0
L000591,C00390,Car Loan,225000,93000,6.59,5740,0,0
L000592,C00390,Mortgage,771000,386500,2.49,3440,0,0
L000593,C00391,Personal Loan,71000,21500,8.13,680,0,0
L000594,C00392,Mortgage,2107000,1976800,2.92,8990,0,0
L000595,C00393,Credit Card,39000,10200,16.57,1950,0,0
L000596,C00393,Mortgage,1997000,1226800,3.73,8590,0,1
L000597,C00394,Personal Loan,272000,97200,8.75,4120,0,0
L000598,C00394,Credit Card,27000,9100,16.76,1350,0,0
L000599,C00394,Car Loan,273000,133100,4.85,3790,0,0
L000600,C00395,Mortgage,1609000,1422800,4.07,7410,0,0
L000601,C00395,Credit Card,54000,7600,16.71,2700,0,0
L000602,C00396,Mortgage,847000,487100,3.17,3870,0,0
L000603,C00397,Mortgage,1305000,1011300,2.5,5390,0,0
L000604,C00398,Personal Loan,234000,174600,6.34,2560,0,0
L000605,C00399,Mortgage,1098000,597100,2.63,5210,0,0
L000606,C00400,Mortgage,2495000,1217800,3.15,10730,0,0
L000607,C00400,Car Loan,129000,65700,5.33,1880,1,0
L000608,C00400,Credit Card,32000,16800,17.79,1600,1,0
L000609,C00400,Personal Loan,255000,193800,5.72,3780,0,0
L000610,C00401,Mortgage,1287000,986500,2.73,5060,0,0
L000611,C00402,Car Loan,106000,86700,6.95,1670,0,0
L000612,C00402,Personal Loan,48000,23100,11.19,600,1,0
L000613,C00403,Credit Card,20000,13900,19.78,1000,0,0
L000614,C00403,Mortgage,2720000,1537400,3.1,10640,0,0
L000615,C00404,Car Loan,301000,262300,5.45,12040,0,0
L000616,C00405,Personal Loan,141000,104600,5.97,1990,0,0
L000617,C00405,Credit Card,44000,5000,14.62,2200,0,0
L000618,C00405,Mortgage,1087000,963300,2.32,4940,0,0
L000619,C00406,Mortgage,1611000,1399900,2.91,6890,3,0
L000620,C00406,Car Loan,209000,186300,5.41,6450,0,0
L000621,C00407,Credit Card,10000,6000,21.66,500,0,0
L000622,C00407,Car Loan,103000,68700,5.89,1480,0,0
L000623,C00407,Personal Loan,25000,19500,12.75,1090,0,0
L000624,C00408,Credit Card,8000,6300,14.56,400,0,0
L000625,C00409,Credit Card,5000,1400,16.32,250,0,0
L000626,C00410,Mortgage,692000,566400,3.52,3290,0,0
L000627,C00411,Mortgage,1730000,1489900,3.09,7460,0,0
L000628,C00412,Mortgage,593000,343500,2.98,2420,0,0
L000629,C00413,Personal Loan,28000,7900,8.62,470,0,0
L000630,C00413,Credit Card,5000,1400,17.99,250,0,0
L000631,C00414,Mortgage,2215000,1243600,3.62,8820,0,0
L000632,C00415,Personal Loan,250000,215500,5.54,3440,0,0
L000633,C00416,Mortgage,1746000,1342400,2.81,8130,0,0
L000634,C00416,Car Loan,263000,158700,6.49,6800,0,0
L000635,C00417,Mortgage,1860000,1097200,3.15,8410,0,0
L000636,C00418,Car Loan,100000,82600,8.85,2050,0,0
L000637,C00418,Personal Loan,39000,25900,6.42,1600,0,0
L000638,C00419,Credit Card,26000,5200,22.02,1300,0,0
L000639,C00420,Mortgage,1804000,1390100,3.25,7730,1,0
L000640,C00420,Credit Card,32000,10500,12.08,1600,1,0
L000641,C00421,Credit Card,19000,7600,17.66,950,1,0
L000642,C00422,Mortgage,1913000,1383400,2.48,8740,0,0
L000643,C00423,Mortgage,1493000,1191800,2.97,5920,0,0
L000644,C00424,Mortgage,1498000,790900,3.08,6390,0,0
L000645,C00425,Credit Card,13000,5900,20.52,650,0,1
L000646,C00426,Credit Card,57000,10500,13.45,2850,0,0
L000647,C00426,Mortgage,2359000,1114300,3.11,9920,0,0
L000648,C00427,Mortgage,1352000,992300,3.43,5890,0,0
L000649,C00427,Credit Card,22000,5700,18.46,1100,0,0
L000650,C00427,Car Loan,318000,164400,7.63,4470,3,0
L000651,C00428,Mortgage,2420000,1458800,2.9,10680,0,0
L000652,C00429,Car Loan,168000,47200,4.69,3250,0,0
L000653,C00429,Personal Loan,81000,68200,8.08,2380,0,0
L000654,C00429,Credit Card,38000,13500,17.52,1900,0,0
L000655,C00430,Car Loan,234000,197000,7.97,3840,0,0
L000656,C00430,Personal Loan,96000,57400,7.78,1190,0,0
L000657,C00430,Mortgage,1848000,1467200,2.84,7650,3,0
L000658,C00431,Car Loan,172000,154400,8.66,4030,0,0
L000659,C00432,Car Loan,237000,142300,6.38,3960,0,0
L000660,C00433,Car Loan,374000,211900,7.6,6950,0,0
L000661,C00433,Personal Loan,172000,125500,5.79,2830,1,0
L000662,C00433,Mortgage,2012000,1143500,3.44,8550,0,0
L000663,C00434,Car Loan,240000,108900,6.1,3810,1,0
L000664,C00434,Mortgage,763000,403500,3.54,3480,1,1
L000665,C00435,Credit Card,48000,3600,17.14,2400,0,0
L000666,C00436,Mortgage,2086000,969600,2.93,7150,0,0
L000667,C00436,Personal Loan,326000,86300,12.13,5870,1,0
L000668,C00437,Credit Card,38000,31400,16.91,1900,0,0
L000669,C00438,Credit Card,19000,6400,14.74,950,0,0
L000670,C00439,Credit Card,5000,400,16.44,250,0,0
L000671,C00440,Mortgage,1246000,1043100,2.2,5640,0,0
L000672,C00441,Personal Loan,80000,67600,9.01,1170,0,0
L000673,C00442,Mortgage,1218000,876900,2.78,5620,0,0
L000674,C00443,Credit Card,16000,10500,16.89,800,0,1
L000675,C00444,Car Loan,131000,105900,6.8,2180,0,0
L000676,C00445,Mortgage,1216000,775000,3.25,4710,0,0
L000677,C00446,Mortgage,1871000,1341700,3.16,9250,0,0
L000678,C00447,Credit Card,7000,5100,18.59,350,0,0
L000679,C00448,Mortgage,1880000,1599400,3.03,7630,0,0
L000680,C00448,Car Loan,418000,221000,7.05,6510,0,0
L000681,C00449,Mortgage,1538000,841400,2.74,7390,0,0
L000682,C00450,Mortgage,1407000,981800,2.62,5100,0,0
L000683,C00450,Credit Card,39000,29100,18.29,1950,0,0
L000684,C00450,Car Loan,398000,314000,8.02,16820,0,0
L000685,C00451,Credit Card,53000,23500,15.21,2650,0,0
L000686,C00452,Mortgage,2042000,1104100,2.43,8790,0,0
L000687,C00453,Mortgage,867000,689700,2.5,3590,0,0
L000688,C00453,Credit Card,27000,15300,12.93,1350,2,1
L000689,C00453,Personal Loan,160000,59500,8.38,2350,0,0
L000690,C00454,Credit Card,34000,10000,17.71,1700,0,0
L000691,C00454,Mortgage,1555000,985200,2.69,6690,0,0
L000692,C00455,Mortgage,1520000,1393700,2.51,7230,0,0
L000693,C00455,Personal Loan,74000,31400,10.22,890,0,0
L000694,C00455,Credit Card,69000,10700,16.9,3450,0,0
L000695,C00456,Credit Card,21000,6000,21.09,1050,1,0
L000696,C00456,Mortgage,1703000,1166900,2.79,6490,1,0
L000697,C00456,Car Loan,240000,101400,9.15,7660,1,0
L000698,C00456,Personal Loan,239000,212100,9.7,3080,0,1
L000699,C00457,Mortgage,539000,453400,3.37,2290,0,0
L000700,C00458,Credit Card,23000,12200,21.76,1150,1,0
L000701,C00458,Car Loan,102000,36300,6.71,2530,0,0
L000702,C00459,Credit Card,17000,6300,15.62,850,0,0
L000703,C00460,Car Loan,83000,60400,7.19,3210,0,0
L000704,C00461,Personal Loan,56000,23000,11.15,2030,0,0
L000705,C00461,Credit Card,5000,2700,17.47,250,0,0
L000706,C00462,Mortgage,2499000,1454300,3.16,11440,0,0
L000707,C00462,Credit Card,75000,23100,15.64,3750,0,0
L000708,C00463,Mortgage,1113000,938500,3.1,4680,0,0
L000709,C00464,Car Loan,370000,150100,5.22,6600,0,0
L000710,C00464,Mortgage,2737000,1240400,3.53,10950,0,0
L000711,C00464,Personal Loan,195000,58300,8.11,2990,0,0
L000712,C00465,Personal Loan,76000,55900,7.93,1440,0,0
L000713,C00466,Mortgage,2468000,1807000,2.88,10040,0,1
L000714,C00467,Credit Card,67000,42700,15.92,3350,0,0
L000715,C00468,Mortgage,1002000,528700,2.35,4400,0,0
L000716,C00469,Credit Card,31000,3400,13.14,1550,0,0
L000717,C00470,Mortgage,1521000,1387100,2.64,7820,0,0
L000718,C00470,Credit Card,63000,50500,16.63,3150,0,0
L000719,C00471,Personal Loan,10000,7100,10.53,150,1,0
L000720,C00472,Mortgage,983000,490200,3.3,4350,0,0
L000721,C00473,Credit Card,78000,52700,14.92,3900,0,0
L000722,C00474,Mortgage,586000,544200,2.57,2380,0,0
L000723,C00474,Personal Loan,157000,104900,8.23,5910,0,1
L000724,C00475,Mortgage,2536000,2077500,2.68,10730,0,0
L000725,C00476,Credit Card,31000,20400,18.92,1550,0,0
L000726,C00476,Mortgage,812000,751800,3.04,3350,0,0
L000727,C00476,Car Loan,217000,155400,7.74,4240,2,0
L000728,C00477,Credit Card,14000,11100,20.34,700,0,0
L000729,C00478,Car Loan,67000,18600,10.38,1250,0,0
L000730,C00479,Credit Card,26000,18500,20.21,1300,1,0
L000731,C00480,Mortgage,1972000,1601500,2.83,8640,0,0
L000732,C00481,Mortgage,2322000,1076400,2.61,8870,0,0
L000733,C00481,Credit Card,17000,12100,16.06,850,0,0
L000734,C00482,Mortgage,1405000,1114400,2.84,6000,0,0
L000735,C00482,Personal Loan,230000,188000,10.84,3490,0,0
L000736,C00483,Car Loan,230000,161800,5.24,3890,0,0
L000737,C00483,Mortgage,2952000,2730700,3.19,15940,2,0
L000738,C00483,Credit Card,47000,35400,20.0,2350,0,0
L000739,C00484,Mortgage,1208000,853700,2.82,5380,0,0
L000740,C00484,Credit Card,25000,6900,12.62,1250,3,0
L000741,C00484,Car Loan,66000,52300,5.8,960,0,0
L000742,C00485,Mortgage,1781000,1675200,2.85,9030,0,0
L000743,C00485,Car Loan,95000,72300,5.78,1410,0,0
L000744,C00486,Mortgage,2307000,1181200,2.66,8920,1,0
L000745,C00487,Credit Card,9000,2200,23.5,450,1,0
L000746,C00487,Car Loan,111000,53100,6.51,1550,0,1
L000747,C00488,Mortgage,2353000,1904600,3.48,12800,0,0
L000748,C00488,Credit Card,21000,1600,18.21,1050,0,0
L000749,C00489,Personal Loan,113000,79100,8.41,1280,0,0
L000750,C00490,Personal Loan,36000,12600,7.33,450,0,0
L000751,C00491,Credit Card,41000,31400,19.64,2050,0,0
L000752,C00492,Mortgage,1872000,1318500,3.4,9780,0,0
L000753,C00493,Mortgage,1147000,819700,3.65,5250,0,0
L000754,C00494,Personal Loan,161000,80900,10.84,4650,0,0
L000755,C00495,Personal Loan,262000,203600,9.13,4180,0,0
L000756,C00495,Credit Card,43000,30900,13.98,2150,0,0
L000757,C00496,Mortgage,2714000,1404800,2.8,11630,0,0
L000758,C00497,Mortgage,2078000,1082600,2.81,7380,2,0
L000759,C00498,Credit Card,15000,4900,16.12,750,0,0
L000760,C00499,Mortgage,1978000,1464000,2.45,9510,3,0
L000761,C00500,Mortgage,1579000,1122700,3.86,7700,0,0
L000762,C00501,Mortgage,1442000,1135500,2.58,6880,0,0
L000763,C00501,Car Loan,227000,90700,6.7,5940,0,0
L000764,C00502,Personal Loan,211000,136500,10.24,2740,0,0
L000765,C00503,Personal Loan,84000,55700,10.44,2320,0,0
L000766,C00503,Credit Card,24000,14600,14.16,1200,0,0
L000767,C00504,Car Loan,234000,195300,5.87,4570,0,0
L000768,C00505,Credit Card,38000,5800,16.35,1900,0,0
L000769,C00506,Car Loan,357000,218800,5.95,11520,0,0
L000770,C00507,Credit Card,23000,4600,21.26,1150,0,0
L000771,C00508,Mortgage,1056000,511400,3.45,3770,0,0
L000772,C00509,Credit Card,7000,5500,19.21,350,0,0
L000773,C00510,Credit Card,32000,17500,13.96,1600,0,0
L000774,C00511,Credit Card,73000,46700,21.13,3650,0,0
L000775,C00511,Mortgage,1766000,945600,3.21,6960,0,0
L000776,C00511,Car Loan,258000,97500,5.77,4000,3,0
L000777,C00511,Personal Loan,254000,128300,10.24,6420,2,0
L000778,C00512,Car Loan,152000,50600,9.1,2410,0,0
L000779,C00513,Car Loan,155000,39100,6.48,5010,4,0
L000780,C00514,Mortgage,924000,615900,2.2,3300,1,0
L000781,C00514,Credit Card,27000,15900,16.0,1350,0,0
L000782,C00515,Credit Card,6000,2900,15.93,300,0,0
L000783,C00516,Personal Loan,25000,20300,7.88,510,2,0
L000784,C00517,Mortgage,2007000,1649000,3.03,8780,0,0
L000785,C00518,Personal Loan,106000,56600,5.54,4500,0,0
L000786,C00519,Personal Loan,59000,24200,7.35,940,0,0
L000787,C00519,Mortgage,1467000,941500,2.51,6820,0,0
L000788,C00520,Mortgage,990000,798400,2.94,5130,0,0
L000789,C00521,Credit Card,27000,17600,21.59,1350,0,0
L000790,C00522,Mortgage,1803000,1021000,2.82,7870,0,0
L000791,C00522,Credit Card,25000,16500,13.56,1250,0,0
L000792,C00523,Car Loan,295000,112400,6.14,5190,0,0
L000793,C00524,Mortgage,1111000,740800,2.99,5020,0,0
L000794,C00525,Credit Card,9000,1000,17.17,450,0,0
L000795,C00526,Mortgage,2444000,1546700,2.73,10530,0,0
L000796,C00526,Car Loan,256000,83100,5.24,5390,0,0
L000797,C00527,Car Loan,66000,23600,11.5,2090,1,0
L000798,C00528,Personal Loan,184000,41400,8.15,2910,1,0
L000799,C00528,Mortgage,1952000,1053700,2.89,7630,2,0
L000800,C00529,Credit Card,9000,900,17.27,450,1,0
L000801,C00530,Credit Card,12000,7900,20.16,600,1,0
L000802,C00531,Credit Card,7000,5500,17.69,350,0,0
L000803,C00532,Credit Card,13000,7400,20.63,650,0,0
L000804,C00532,Car Loan,93000,26600,9.11,1880,0,0
L000805,C00533,Mortgage,649000,310800,3.17,2410,0,0
L000806,C00534,Credit Card,28000,7000,12.76,1400,0,0
L000807,C00535,Personal Loan,313000,225300,8.06,3620,0,0
L000808,C00535,Mortgage,1829000,1608800,3.48,8020,0,0
L000809,C00536,Personal Loan,189000,47800,7.16,2670,0,0
L000810,C00537,Mortgage,1374000,917500,2.56,6540,0,0
L000811,C00538,Credit Card,31000,11800,16.37,1550,0,0
L000812,C00539,Credit Card,10000,500,21.44,500,0,0
L000813,C00540,Personal Loan,184000,49500,9.68,5720,0,0
L000814,C00541,Personal Loan,281000,242200,7.28,3620,0,0
L000815,C00542,Mortgage,952000,534800,2.74,3370,0,0
L000816,C00543,Credit Card,23000,3600,16.82,1150,0,0
L000817,C00544,Credit Card,33000,18100,14.35,1650,0,0
L000818,C00545,Mortgage,500000,362900,3.59,2310,0,0
L000819,C00545,Personal Loan,91000,57700,5.9,2660,0,0
L000820,C00546,Credit Card,67000,28400,13.6,3350,0,0
L000821,C00547,Personal Loan,79000,63900,8.68,1020,0,0
L000822,C00548,Car Loan,79000,31900,8.09,2400,0,0
L000823,C00549,Mortgage,1261000,995800,2.84,4840,0,0
L000824,C00549,Car Loan,394000,236900,6.14,6030,0,0
L000825,C00550,Credit Card,15000,8200,19.81,750,0,0
L000826,C00550,Mortgage,904000,781100,2.96,3790,0,0
L000827,C00550,Car Loan,59000,15100,4.98,1540,0,0
L000828,C00551,Mortgage,1950000,989800,2.76,8540,4,0
L000829,C00551,Credit Card,22000,16800,21.12,1100,3,1
L000830,C00551,Personal Loan,365000,269200,11.95,12670,0,0
L000831,C00551,Car Loan,235000,72800,7.99,3900,0,0
L000832,C00552,Personal Loan,22000,15300,10.55,550,0,0
L000833,C00553,Mortgage,1204000,1001400,2.33,4580,1,0
L000834,C00553,Car Loan,246000,141700,5.6,3570,0,0
L000835,C00554,Mortgage,1200000,786400,2.36,5140,0,0
L000836,C00555,Credit Card,5000,700,18.37,250,0,0
L000837,C00555,Personal Loan,26000,17400,9.33,300,1,0
L000838,C00555,Car Loan,121000,108600,6.36,1760,2,0
L000839,C00556,Personal Loan,248000,159100,6.99,2810,0,0
L000840,C00556,Mortgage,1541000,1079600,2.83,6650,2,0
L000841,C00556,Credit Card,49000,8100,16.63,2450,0,0
L000842,C00556,Car Loan,255000,182200,4.5,5150,0,0
